,subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP,
11,62248000,AXN,20240203205140,137,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
12,62248000,AXN,20240203214732,761,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
13,64419000,AXN,20240203173425,3606,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
14,60376000,AXN,20240203101511,6564,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
15,66781000,AXN,20240203163649,66,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
16,62248000,AXN,20240203103740,343,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
17,65420000,AXN,20240203215922,133,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
18,60935000,AXN,20240203181844,9,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
19,61669000,AXN,20240203174843,2857,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
20,62227000,AXN,20240203165837,5,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
21,64720000,AXN,20240203215047,5380,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
22,62248000,AXN,20240203101345,8,낭만닥터 김사부(18회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
23,65786000,AXN,20240203211822,87,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
24,66282000,AXN,20240203204038,52,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
25,62434000,AXN,20240203204117,5651,낭만닥터 김사부(17회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서...",
26,65696000,GS SHOP,20240203150846,58,종가김치 포기김치,,,
27,64882000,E채널,20240203021344,119,비밀남녀(4회),지금까지 나를 가리고 있던 조건들을 비밀로 간직한 채 만난 청춘 남녀들의 아슬아슬 시크릿 로맨스!,"장도연,민경훈,지연,폴킴",
28,66056000,NHK프리미엄,20240203085221,10,치코짱한테 혼난다,,오카무라 타카시,
29,61242000,E채널,20240203072250,22,비밀남녀(4회),지금까지 나를 가리고 있던 조건들을 비밀로 간직한 채 만난 청춘 남녀들의 아슬아슬 시크릿 로맨스!,"장도연,민경훈,지연,폴킴",
30,63879000,채널MX,20240203135924,1443,WWE 섬머슬램 2023(1회),,,
31,64845000,채널MX,20240203140714,19,WWE 섬머슬램 2023(1회),,,
32,66381000,G1,20240203080103,102,SBS 뉴스토리,,,
33,61980000,G1,20240203081830,2,SBS 뉴스토리,,,
34,66543000,G1,20240203082817,1,SBS 뉴스토리,,,
35,67039000,인디필름,20240203145027,129,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
36,60846000,인디필름,20240203153442,399,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
37,67039000,인디필름,20240203160702,312,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
38,63002000,인디필름,20240203145037,5008,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
39,64218000,인디필름,20240203152654,0,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
40,61205000,ENA스토리,20240203164649,7,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
41,66286000,인디필름,20240203152004,11,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
42,62072000,ENA스토리,20240203172827,34,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
43,66036000,ENA스토리,20240203162259,5,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
44,67122000,인디필름,20240203165635,600,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
45,66359000,ENA스토리,20240203092700,12,모범택시 2(12회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
46,64184000,ENA스토리,20240203183808,6,모범택시 2(12회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
47,66123000,ENA스토리,20240203163835,6,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
48,64711000,ENA스토리,20240203074907,1,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
49,60607000,JTBC,20240203081559,5,다시보는 건강스페셜(44회),,,
50,63725000,JTBC,20240203082513,9,다시보는 건강스페셜(44회),,,
51,65701000,ENA스토리,20240203171716,19,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
52,61650000,인디필름,20240203154843,195,12 솔져스,,"크리스 헴스워스,마이클 섀넌",
53,60842000,ENA스토리,20240203164416,3,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
54,66736000,JTBC,20240203084140,0,다시보는 건강스페셜(44회),,,
55,65268000,JTBC,20240203081755,4,다시보는 건강스페셜(44회),,,
56,66864000,ENA스토리,20240203090336,3,모범택시 2(12회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
57,60712000,JTBC,20240203082536,575,다시보는 건강스페셜(44회),,,
58,61173000,ENA스토리,20240203091530,993,모범택시 2(12회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
59,60726000,ENA스토리,20240203164950,8,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
60,61238000,ENA스토리,20240203091903,20,모범택시 2(12회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
61,65555000,JTBC,20240203082641,0,다시보는 건강스페셜(44회),,,
62,60063000,JTBC,20240203081120,19,다시보는 건강스페셜(44회),,,
63,60726000,ENA스토리,20240203164345,5,모범택시 2(11회),"'정의가 실종된 사회, 전화 한 통이면 오케이\ 베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극""","이제훈,김의성,표예진,차지연,장혁진,배유람",
64,66118000,OCN무비즈,20240203164756,521,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
65,61311000,OCN무비즈,20240203123001,3365,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
66,66743000,OCN무비즈,20240203120347,9290,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
67,66974000,OCN무비즈,20240203024110,23,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
68,66081000,OCN무비즈,20240203152001,10,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
69,67304000,OCN무비즈,20240203022722,24,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
70,65834000,OCN무비즈,20240203160319,11,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
71,66562000,OCN무비즈,20240203132907,16,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
72,63075000,OCN무비즈,20240203154913,5994,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
73,66081000,OCN무비즈,20240203152018,13,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
74,65834000,OCN무비즈,20240203040038,7,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
75,66957000,OCN무비즈,20240203101349,99,협상,,"손예진,현빈,김상호,장영남,장광",
76,62062000,OCN무비즈,20240203120751,3,협상,,"손예진,현빈,김상호,장영남,장광",
77,60024000,OCN무비즈,20240203025248,41,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
78,62209000,OCN무비즈,20240203161821,35,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
79,66286000,OCN무비즈,20240203160314,0,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
80,65834000,OCN무비즈,20240203035952,38,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
81,67229000,OCN무비즈,20240203160511,6,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
82,63726000,OCN무비즈,20240203150350,8,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
83,65019000,OCN무비즈,20240203035751,0,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
84,61069000,OCN무비즈,20240203113229,12,협상,,"손예진,현빈,김상호,장영남,장광",
85,60715000,OCN무비즈,20240203124148,2265,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
86,65834000,OCN무비즈,20240203154002,21,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
87,65554000,OCN무비즈,20240203152928,0,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
88,64479000,OCN무비즈,20240203025145,7,추격자,,"김윤석,하정우,서영희,구본웅,김유정,정인기,박효주,최정우",
89,61000000,OCN무비즈,20240203111452,34,협상,,"손예진,현빈,김상호,장영남,장광",
90,61141000,OCN무비즈,20240203111023,5,협상,,"손예진,현빈,김상호,장영남,장광",
91,64005000,OCN무비즈,20240203130037,98,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
92,64825000,OCN무비즈,20240203125553,130,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
93,66743000,OCN무비즈,20240203120347,9290,협상,,"손예진,현빈,김상호,장영남,장광",
94,67122000,OCN무비즈,20240203171913,537,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
95,64883000,OCN무비즈,20240203154854,10,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
96,66614000,채널액션,20240203225836,4,[분노의 추격자] 킬링시즌,,"존 트라볼타,로버트 드 니로,엘리자베스 올린",
97,65420000,채널액션,20240203223156,46,[분노의 추격자] 킬링시즌,,"존 트라볼타,로버트 드 니로,엘리자베스 올린",
98,67304000,채널액션,20240203224330,121,[분노의 추격자] 킬링시즌,,"존 트라볼타,로버트 드 니로,엘리자베스 올린",
99,66162000,채널액션,20240203230831,0,[분노의 추격자] 킬링시즌,,"존 트라볼타,로버트 드 니로,엘리자베스 올린",
100,65596000,이벤트TV,20240203231833,15,유찬의 가요를 부탁해(122회),,,
101,66291000,스크린골프존,20240203170551,17,GTOUR도전 끝까지 간다2(4회),,,
102,60307000,캐치온2,20240203015704,32,회의실에서 맛 본 여직원,,,
103,59884000,캐치온2,20240203021905,24,회의실에서 맛 본 여직원,,,
104,62493000,캐치온2,20240203025022,33,회의실에서 맛 본 여직원,,,
105,65713000,캐치온2,20240203024152,27,회의실에서 맛 본 여직원,,,
106,60024000,캐치온2,20240203030417,9,회의실에서 맛 본 여직원,,,
107,59884000,캐치온2,20240203025521,13,회의실에서 맛 본 여직원,,,
108,61814000,캐치온2,20240203024516,9,회의실에서 맛 본 여직원,,,
109,62493000,캐치온2,20240203025305,33,회의실에서 맛 본 여직원,,,
110,59884000,캐치온2,20240203023550,23,회의실에서 맛 본 여직원,,,
111,65345000,캐치온2,20240203022745,7,회의실에서 맛 본 여직원,,,
112,60307000,캐치온2,20240203020835,35,회의실에서 맛 본 여직원,,,
113,64922000,캐치온2,20240203024403,18,회의실에서 맛 본 여직원,,,
114,64949000,캐치온2,20240203025316,31,회의실에서 맛 본 여직원,,,
115,62493000,캐치온2,20240203024900,33,회의실에서 맛 본 여직원,,,
116,59884000,캐치온2,20240203024650,31,회의실에서 맛 본 여직원,,,
117,60307000,캐치온2,20240203020647,28,회의실에서 맛 본 여직원,,,
118,60024000,캐치온2,20240203025829,23,회의실에서 맛 본 여직원,,,
119,65713000,캐치온2,20240203023558,31,회의실에서 맛 본 여직원,,,
120,59884000,캐치온2,20240203022750,28,회의실에서 맛 본 여직원,,,
121,66974000,캐치온2,20240203024400,38,회의실에서 맛 본 여직원,,,
122,67164000,캐치온2,20240203021119,31,회의실에서 맛 본 여직원,,,
123,62494000,캐치온2,20240203015646,27,회의실에서 맛 본 여직원,,,
124,59884000,캐치온2,20240203025857,34,회의실에서 맛 본 여직원,,,
125,60307000,캐치온2,20240203023910,32,회의실에서 맛 본 여직원,,,
126,59884000,캐치온2,20240203023615,31,회의실에서 맛 본 여직원,,,
127,67164000,캐치온2,20240203021356,33,회의실에서 맛 본 여직원,,,
128,65713000,캐치온2,20240203024326,25,회의실에서 맛 본 여직원,,,
129,65201000,CJ온스타일+,20240203212208,155,메디큐브 부스터 프로,,,
130,63411000,SBS,20240203063008,10134,SBS 뉴스토리,,,
131,63016000,SBS,20240203080942,1836,SBS 뉴스토리,,,
132,60842000,SBS,20240203081819,7038,SBS 뉴스토리,,,
133,64096000,더무비,20240203070039,6,멋진 하루,,"전도연,하정우",
134,62494000,더무비,20240203034840,5257,멋진 하루,,"전도연,하정우",
135,61880000,더무비,20240203171330,108,스트라이킹 디스턴스,연쇄살인범과 강력계 형사의 쫓고 쫓기는 추격전  헐리우드 최고의 액션 배우 '브루스 윌리스'와 인기시리즈 <섹스 앤 더 시티>를 통해 일약 헐리우드 최고의 스타로 발돋움한 '사라 제시카 파커'가 주연한 영화 <스트라이킹 디스턴스>.,"브루스 윌리스,사라 제시카 파커",
136,65121000,더무비,20240203065558,19,멋진 하루,,"전도연,하정우",
137,60725000,더무비,20240203052323,6,멋진 하루,,"전도연,하정우",
138,61650000,더무비,20240203154313,329,스트라이킹 디스턴스,연쇄살인범과 강력계 형사의 쫓고 쫓기는 추격전  헐리우드 최고의 액션 배우 '브루스 윌리스'와 인기시리즈 <섹스 앤 더 시티>를 통해 일약 헐리우드 최고의 스타로 발돋움한 '사라 제시카 파커'가 주연한 영화 <스트라이킹 디스턴스>.,"브루스 윌리스,사라 제시카 파커",
139,65697000,더무비,20240203161415,15,스트라이킹 디스턴스,연쇄살인범과 강력계 형사의 쫓고 쫓기는 추격전  헐리우드 최고의 액션 배우 '브루스 윌리스'와 인기시리즈 <섹스 앤 더 시티>를 통해 일약 헐리우드 최고의 스타로 발돋움한 '사라 제시카 파커'가 주연한 영화 <스트라이킹 디스턴스>.,"브루스 윌리스,사라 제시카 파커",
