,Unnamed: 0,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
0,4,66437000,콩순이 율동교실 4기 01회,키즈,기타,60,콩순이 아이스크림 좋아송. 아이스크림 너무 좋아~! 콩순이와 친구들이 함께 부르는 아이스크림 좋아송!,콩순이,0:01,20200000000000.0
1,120,63086000,깨비키즈 공룡스토리 23회,키즈,기타,300,집을 잃은 티라 상. 아랫마을에 아주 성질이 더러운 스피노라는 육식동물이 나타났어요. 티라의 엄마는 절대 스피노와 맞서 싸우지 말라고 하셨는데…,-,0:05,20200000000000.0
2,121,63086000,깨비키즈 공룡스토리 23회,키즈,기타,300,집을 잃은 티라 상. 아랫마을에 아주 성질이 더러운 스피노라는 육식동물이 나타났어요. 티라의 엄마는 절대 스피노와 맞서 싸우지 말라고 하셨는데…,-,0:05,20200000000000.0
3,363,65198000,야구장 가는날,키즈,기타,840,인기 작가 김영진 작가 신작. 야구보다 치킨이 더 좋은 그린이와 열혈 야구팬 아빠가 야구장에 떴다!,-,0:14,20200000000000.0
4,558,60527000,타요의 씽씽극장 동요2 11회,키즈,기타,120,겨울 친구. 하얗게 반짝이는 눈이 펑펑 내렸어요. 썰매도 타고 눈싸움도 해볼까요? 사박사박 동글동글 귀여운 눈사람도 만들었어요. 눈 오는 날은 너무 좋아요~,-,0:02,20200000000000.0
5,559,60527000,타요의 씽씽극장 동요2 11회,키즈,기타,120,겨울 친구. 하얗게 반짝이는 눈이 펑펑 내렸어요. 썰매도 타고 눈싸움도 해볼까요? 사박사박 동글동글 귀여운 눈사람도 만들었어요. 눈 오는 날은 너무 좋아요~,-,0:02,20200000000000.0
6,592,65815000,위키와 동물 언어-한국어교육 02회,키즈,기타,10,"다람쥐, 쪼르르, 도토리.",-,0:11,20200000000000.0
7,623,65872000,핑크퐁 율동동요 04회,키즈,기타,60,멋쟁이 토마토. 베스트 인기 동요 멋쟁이 토마토에 맞춰 핑크퐁과 호기와 신나게 노래하고 춤춰요.,-,0:01,20200000000000.0
8,624,65872000,핑크퐁 율동동요 04회,키즈,기타,60,멋쟁이 토마토. 베스트 인기 동요 멋쟁이 토마토에 맞춰 핑크퐁과 호기와 신나게 노래하고 춤춰요.,-,0:01,20200000000000.0
9,625,65872000,핑크퐁 율동동요 04회,키즈,기타,60,멋쟁이 토마토. 베스트 인기 동요 멋쟁이 토마토에 맞춰 핑크퐁과 호기와 신나게 노래하고 춤춰요.,-,0:01,20200000000000.0
10,626,65872000,핑크퐁 율동동요 04회,키즈,기타,60,멋쟁이 토마토. 베스트 인기 동요 멋쟁이 토마토에 맞춰 핑크퐁과 호기와 신나게 노래하고 춤춰요.,-,0:01,20200000000000.0
11,627,65872000,핑크퐁 율동동요 04회,키즈,기타,60,멋쟁이 토마토. 베스트 인기 동요 멋쟁이 토마토에 맞춰 핑크퐁과 호기와 신나게 노래하고 춤춰요.,-,0:01,20200000000000.0
12,662,61931000,헤이지니 럭키강이 시즌13 스페셜. 01회,키즈,기타,414,1. 개구리알 모양 액체 괴물 만들기. 지니가 팝핑보바와 마시멜로우로 먹을 수 있는 액체 괴물을 만들어 봤어요! 2. 하늘을 나는 팽이?! 강이가 수영장에서 레고 스핀짓주 드래곤 파이터로 다양한 챌린지를 해봤어요~,"헤이지니,럭키강이",0:13,20200000000000.0
13,687,65872000,핑크퐁 율동동요 03회,키즈,기타,60,여섯 마리 오리. 꽥꽥꽥 여섯 마리 오리와 함께 신나는 댄스를! 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
14,688,65872000,핑크퐁 율동동요 03회,키즈,기타,60,여섯 마리 오리. 꽥꽥꽥 여섯 마리 오리와 함께 신나는 댄스를! 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
15,689,65872000,핑크퐁 율동동요 03회,키즈,기타,60,여섯 마리 오리. 꽥꽥꽥 여섯 마리 오리와 함께 신나는 댄스를! 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
16,690,65872000,핑크퐁 율동동요 03회,키즈,기타,60,여섯 마리 오리. 꽥꽥꽥 여섯 마리 오리와 함께 신나는 댄스를! 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
17,691,65872000,핑크퐁 율동동요 03회,키즈,기타,60,여섯 마리 오리. 꽥꽥꽥 여섯 마리 오리와 함께 신나는 댄스를! 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
18,790,60527000,타요의 씽씽극장 동요2 12회,키즈,기타,120,"두근두근 사파리 모험. 오늘은 꼬마버스 친구들과 두근두근 사파리 모험을 떠나 볼 거예요! 라니와 함께 동물원 안에 있는 사파리에서 얼룩말, 하마, 호랑이, 코끼리, 기린 그리고 다양한 동물들을 만나보아요!",-,0:02,20200000000000.0
19,791,60527000,타요의 씽씽극장 동요2 12회,키즈,기타,120,"두근두근 사파리 모험. 오늘은 꼬마버스 친구들과 두근두근 사파리 모험을 떠나 볼 거예요! 라니와 함께 동물원 안에 있는 사파리에서 얼룩말, 하마, 호랑이, 코끼리, 기린 그리고 다양한 동물들을 만나보아요!",-,0:02,20200000000000.0
20,792,60527000,타요의 씽씽극장 동요2 06회,키즈,기타,120,"도시락 시간이에요. 신나는 도시락 시간이에요. 동그란 김밥, 알록달록 화려한 샌드위치, 새콤달콤한 과일도 먹어봐요. 친구와 나눠먹으면 더 맛있어요.",-,0:02,20200000000000.0
21,820,61931000,엘리가간다 시즌7 01회,키즈,기타,561,나만의 핸드폰 케이스 만들기.,-,0:10,20200000000000.0
22,857,63086000,깨비키즈 공룡스토리 19회,키즈,기타,240,펄펄 끓는 수영장 상. 꿈속에서 초식동물들을 잡다 낭떠러지에 떨어진 티라는 침대에서 떨어져 허리를 다쳤어요. 허리가 아픈 티라는 디노화산 온천에 가기로 하는데…,-,0:04,20200000000000.0
23,1019,63086000,깨비키즈 공룡스토리 21회,키즈,기타,180,티라가 병에 걸렸다고 상. 검은 도마뱀을 혼자 먹다 배탈이 난 티라!! 초식 동물들에게 티라가 큰 병에 걸렸다고 소문이 나는데…,-,0:03,20200000000000.0
24,1244,66437000,엘리가간다 시즌1 02회,키즈,기타,10,반포 트램폴린 파크에서 공룡 티라노와 꼬마 캐빈의 신나는 달리기 경주.,-,0:07,20200000000000.0
25,1294,66841000,모모와 토토,키즈,기타,300,[2019년 볼로냐국제아동도서전 수상작] 단짝 친구 모모와 더 이상 놀지 않겠다는 쪽지를 남긴 토토! 모모와 토토의 우정은 어떻게 될까요?,-,0:05,20200000000000.0
26,1419,65872000,핑크퐁 율동동요 07회,키즈,기타,60,아기 티라노. 아기 티티티티라노~ 티라노사우루스 가족 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
27,1420,65872000,핑크퐁 율동동요 07회,키즈,기타,60,아기 티라노. 아기 티티티티라노~ 티라노사우루스 가족 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
28,1421,65872000,핑크퐁 율동동요 07회,키즈,기타,60,아기 티라노. 아기 티티티티라노~ 티라노사우루스 가족 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
29,1422,65872000,핑크퐁 율동동요 07회,키즈,기타,60,아기 티라노. 아기 티티티티라노~ 티라노사우루스 가족 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
30,1423,65872000,핑크퐁 율동동요 07회,키즈,기타,60,아기 티라노. 아기 티티티티라노~ 티라노사우루스 가족 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
31,1552,61931000,캐빈의 호기심 아파트2 01회,키즈,기타,350,우리 집이 햄버거 가게가 된다면? 치킨 너겟 오븐과 다양한 햄버거! 패티가 가득한 수납장까지! 가장 맛있는 햄버거 가게로 변한 호기심 아파트는 어떤 모습일지 영상으로 확인해 주세요~,-,0:06,20200000000000.0
32,1607,63086000,깨비키즈 공룡스토리 24회,키즈,기타,261,집을 잃은 티라 하. 티라는 포악한 스피노에게 집을 빼앗기고 루시는 스피노보다 다정한 티라를 그리워하게 되었어요. 티라는 빼앗긴 집을 다시 되찾을 수 있을까요?,-,0:06,20200000000000.0
33,1608,63086000,깨비키즈 공룡스토리 24회,키즈,기타,360,집을 잃은 티라 하. 티라는 포악한 스피노에게 집을 빼앗기고 루시는 스피노보다 다정한 티라를 그리워하게 되었어요. 티라는 빼앗긴 집을 다시 되찾을 수 있을까요?,-,0:06,20200000000000.0
34,1808,60527000,뽀로로 인기 동요 01회,키즈,기타,120,노를 저어요 Row Row Row Your Boat. 작은 조각배를 타고 강을 여행하며 다양한 풍경을 관찰하는 뽀로로와 친구들.,"뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐",0:02,20200000000000.0
35,1833,65198000,(더빙)헤이지니 시즌2 02회,키즈,기타,10,강이 VS 지니. 달려라 루지경주! 핵꿀잼 액티비티 비발디파크 루지 월드 대결. Luge World. 달려라 루지! 지니와 강이가 비발디파크 루지 월드에서 짜릿한 경주 대결을 펼쳐본 이야기.,헤이지니,0:12,20200000000000.0
36,1834,66437000,콩순이 율동교실 4기 02회,키즈,기타,9,콩순이 동물병원 송. 야옹야옹 미야옹~ 아픈 동물들을 위해 콩순이와 친구들이 함께 부르는 동물병원 송!,콩순이,0:01,20200000000000.0
37,2008,60527000,뽀로로 인기 동요 03회,키즈,기타,141,할아버지 농장 Old MacDonald had a farm. 뽀로로와 친구들이 리어카를 타고 농장에 사는 다양한 동물들을 찾아간다.,"뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐",0:03,20200000000000.0
38,2009,65872000,애플비 랄랄라 한글동요 02회,키즈,기타,0,동네 한 바퀴. 신나게 노래하며 동네 한 바퀴 돌아요.,-,0:01,20200000000000.0
39,2116,65198000,딩딩코딩 01회,키즈,기타,360,유아들이 코딩에 대해 쉽게 알 수 있도록 다양한 게임과 함께 개념을 설명해주는 유아 전문 코딩 프로그램. 코딩의 개념: 순차. 지니와 강이가 대형 젠가에서 다양한 블록을 순서대로 뽑아요. 그리고 뽑힌 블록에 적힌 단어 순서대로 동작을 만들어서 춤을 춰봐요.,"지니,강이",0:06,20200000000000.0
40,2119,65198000,자이언트 펭TV 002회,키즈,기타,10,"펭수, 학교 가다! (2) 떴다, 펭수! 눈이 화려한 퍼포먼스와 무대 매너로 초등학생 팬덤을 형성한 펭수. 하지만 그를 마냥 곱게 보지 않는 아이들이 입을 열기 시작한다. 펭수, 진짜 성공하고 싶다면 자신감과 자만의 차이를 배워야 하지 않겠어?",펭수,0:09,20200000000000.0
41,2347,65815000,위키와 동물 언어-한국어교육 01회,키즈,기타,660,"코끼리, 코, 길쭉길쭉.",-,0:11,20200000000000.0
42,2418,60527000,타요의 씽씽극장 동요2 02회,키즈,기타,120,붕차카붕. 축 처질 때는 붕차카붕 노래를 따라 해봐요. 화가 나고 찡그린 얼굴은 예쁘지 않아요. 친구를 따라서 붕차카 붕차카~ 신나게 춤을 추다 보면 환하게 웃을 수 있을 거예요.,-,0:02,20200000000000.0
43,2425,64433000,My Neighborhood [Step2],키즈,기타,0,아이들 영어교육의 선두주자인 청담러닝에서 야심차게 제작한 파닉스콘서트 영상을 기초로 박준형이 아이들과 함께 놀이하며 각종 Activity를 진행합니다. 부담되는 영어가 아닌 재미있는 영어를 아이들에게 소개해주세요. Step2 3주차에서는 발음 i를 배워봅니다.,나하은,0:18,20200000000000.0
44,2468,60527000,타요의 씽씽극장 동요2 03회,키즈,기타,240,즐거운 여행. 손꼽아 기다린 즐거운 여행 날이에요! 예쁘게 단장하고 준비해요. 춤추는 바다와 푸른 산 어디라도 좋아요. 예쁜 추억을 만들러 설레는 마음을 안고 떠나보아요.,-,0:04,20200000000000.0
45,2469,60527000,타요의 씽씽극장 동요2 03회,키즈,기타,171,즐거운 여행. 손꼽아 기다린 즐거운 여행 날이에요! 예쁘게 단장하고 준비해요. 춤추는 바다와 푸른 산 어디라도 좋아요. 예쁜 추억을 만들러 설레는 마음을 안고 떠나보아요.,-,0:04,20200000000000.0
46,2502,65872000,핑크퐁 율동동요 09회,키즈,기타,60,샴푸송. 샴푸를 바르고~ 보글보글 거품을 만드는 즐거운 샴푸 시간! 춤으로도 함께 표현해볼까요?,-,0:01,20200000000000.0
47,2503,65872000,핑크퐁 율동동요 09회,키즈,기타,60,샴푸송. 샴푸를 바르고~ 보글보글 거품을 만드는 즐거운 샴푸 시간! 춤으로도 함께 표현해볼까요?,-,0:01,20200000000000.0
48,2504,65872000,핑크퐁 율동동요 09회,키즈,기타,60,샴푸송. 샴푸를 바르고~ 보글보글 거품을 만드는 즐거운 샴푸 시간! 춤으로도 함께 표현해볼까요?,-,0:01,20200000000000.0
49,2598,65872000,핑크퐁 율동동요 08회,키즈,기타,0,꼬리 찾기. 귀여운 돼지가 꼬부랑 꼬리를 찾고 있어요. 동물들의 꼬리를 춤으로 표현해봐요.,-,0:01,20200000000000.0
50,2599,65872000,핑크퐁 율동동요 08회,키즈,기타,60,꼬리 찾기. 귀여운 돼지가 꼬부랑 꼬리를 찾고 있어요. 동물들의 꼬리를 춤으로 표현해봐요.,-,0:01,20200000000000.0
51,2600,65872000,핑크퐁 율동동요 08회,키즈,기타,60,꼬리 찾기. 귀여운 돼지가 꼬부랑 꼬리를 찾고 있어요. 동물들의 꼬리를 춤으로 표현해봐요.,-,0:01,20200000000000.0
52,2601,65872000,핑크퐁 율동동요 08회,키즈,기타,0,꼬리 찾기. 귀여운 돼지가 꼬부랑 꼬리를 찾고 있어요. 동물들의 꼬리를 춤으로 표현해봐요.,-,0:01,20200000000000.0
53,2602,65872000,핑크퐁 율동동요 08회,키즈,기타,60,꼬리 찾기. 귀여운 돼지가 꼬부랑 꼬리를 찾고 있어요. 동물들의 꼬리를 춤으로 표현해봐요.,-,0:01,20200000000000.0
54,2717,61931000,(더빙)헤이지니 시즌1 01회,키즈,기타,460,날아라 호빵맨! 후쿠오카 호빵맨 어린이 박물관 만들기 먹방 체험 놀이. 호빵맨을 만났어요! 후쿠오카에 있는 호빵맨 박물관에서 호빵맨 빵도 먹고 신나게 놀아본 이야기.,헤이지니,0:12,20200000000000.0
55,2718,65198000,(더빙)헤이지니 시즌1 01회,키즈,기타,137,날아라 호빵맨! 후쿠오카 호빵맨 어린이 박물관 만들기 먹방 체험 놀이. 호빵맨을 만났어요! 후쿠오카에 있는 호빵맨 박물관에서 호빵맨 빵도 먹고 신나게 놀아본 이야기.,헤이지니,0:12,20200000000000.0
56,2721,65872000,핑크퐁 율동동요 06회,키즈,기타,60,슈퍼 구조대. 위험한 일이 생기면 어디든지 슝슝슝 달려가는 멋진 슈퍼 구조대처럼 슝슝슝 춤을 춰봐요.,-,0:01,20200000000000.0
57,2722,65872000,핑크퐁 율동동요 06회,키즈,기타,60,슈퍼 구조대. 위험한 일이 생기면 어디든지 슝슝슝 달려가는 멋진 슈퍼 구조대처럼 슝슝슝 춤을 춰봐요.,-,0:01,20200000000000.0
58,2723,65872000,핑크퐁 율동동요 06회,키즈,기타,60,슈퍼 구조대. 위험한 일이 생기면 어디든지 슝슝슝 달려가는 멋진 슈퍼 구조대처럼 슝슝슝 춤을 춰봐요.,-,0:01,20200000000000.0
59,2724,65872000,핑크퐁 율동동요 06회,키즈,기타,60,슈퍼 구조대. 위험한 일이 생기면 어디든지 슝슝슝 달려가는 멋진 슈퍼 구조대처럼 슝슝슝 춤을 춰봐요.,-,0:01,20200000000000.0
60,2725,65872000,핑크퐁 율동동요 06회,키즈,기타,60,슈퍼 구조대. 위험한 일이 생기면 어디든지 슝슝슝 달려가는 멋진 슈퍼 구조대처럼 슝슝슝 춤을 춰봐요.,-,0:01,20200000000000.0
61,2784,65872000,핑크퐁 율동동요 10회,키즈,기타,60,동물의 왕 사자. 어흥! 동물의 왕 사자가 나타났어요! 멋있는 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
62,2785,65872000,핑크퐁 율동동요 10회,키즈,기타,60,동물의 왕 사자. 어흥! 동물의 왕 사자가 나타났어요! 멋있는 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
63,2786,65872000,핑크퐁 율동동요 10회,키즈,기타,60,동물의 왕 사자. 어흥! 동물의 왕 사자가 나타났어요! 멋있는 댄스를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
64,2828,61931000,캐리와 친구들의 장난감놀이 시즌7 01회,키즈,기타,240,월드카 파워키 긴급출동 소방차 세트. 꼬마엘리네 집에 불이 났어요~! 삐뽀삐뽀 월드카 소방차 긴급 출동! 꼬마엘리를 구하러 소방관 아저씨들이 출동했어요! 소방관 아저씨들이 어떻게 꼬마엘리를 구했을지 영상으로 확인해주세요~,-,0:04,20200000000000.0
65,2929,60527000,타요의 씽씽극장 동요2 01회,키즈,기타,120,참 고마워요. 친구야 함께 있어줘서 고마워~ 힘들 때 도와줘서 고마워~ 고맙다는 마음을 표현하면 서로서로 기분이 좋아져요. 따뜻한 고마워 노래를 부르면서 마음을 표현해볼까요?,-,0:02,20200000000000.0
66,2986,60527000,뽀로로 인기 동요 02회,키즈,기타,180,손가락 가족 Finger Family. 손가락 인형이 된 뽀로로와 친구들의 신나는 율동.,"뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐",0:03,20200000000000.0
67,3027,60527000,타요의 씽씽극장 동요2 10회,키즈,기타,105,"쿵쾅쿵쾅 공사장. 쿵쾅쿵쾅 공사장에 나타난 타요, 로기, 봉봉! 안전하게 다 함께 힘을 모아서 공사를 해요. 과연 천하장사 중장비 친구들과 함께 우리의 꼬마버스 친구들은 공사를 잘 끝마칠 수 있을까요?",-,0:02,20200000000000.0
68,3028,60527000,타요의 씽씽극장 동요2 10회,키즈,기타,8,"쿵쾅쿵쾅 공사장. 쿵쾅쿵쾅 공사장에 나타난 타요, 로기, 봉봉! 안전하게 다 함께 힘을 모아서 공사를 해요. 과연 천하장사 중장비 친구들과 함께 우리의 꼬마버스 친구들은 공사를 잘 끝마칠 수 있을까요?",-,0:02,20200000000000.0
69,3029,60527000,타요의 씽씽극장 동요2 10회,키즈,기타,120,"쿵쾅쿵쾅 공사장. 쿵쾅쿵쾅 공사장에 나타난 타요, 로기, 봉봉! 안전하게 다 함께 힘을 모아서 공사를 해요. 과연 천하장사 중장비 친구들과 함께 우리의 꼬마버스 친구들은 공사를 잘 끝마칠 수 있을까요?",-,0:02,20200000000000.0
70,3030,60527000,타요의 씽씽극장 동요2 10회,키즈,기타,41,"쿵쾅쿵쾅 공사장. 쿵쾅쿵쾅 공사장에 나타난 타요, 로기, 봉봉! 안전하게 다 함께 힘을 모아서 공사를 해요. 과연 천하장사 중장비 친구들과 함께 우리의 꼬마버스 친구들은 공사를 잘 끝마칠 수 있을까요?",-,0:02,20200000000000.0
71,3147,65872000,핑크퐁 율동동요 01회,키즈,기타,60,상어 가족. 손가락으로 아기 상어 뚜루뚜루뚜~ 두 팔을 크게 뻗어 아빠 상어 뚜루뚜뚜루~ 상어 가족 체조를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
72,3148,65872000,핑크퐁 율동동요 01회,키즈,기타,60,상어 가족. 손가락으로 아기 상어 뚜루뚜루뚜~ 두 팔을 크게 뻗어 아빠 상어 뚜루뚜뚜루~ 상어 가족 체조를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
73,3149,65872000,핑크퐁 율동동요 01회,키즈,기타,60,상어 가족. 손가락으로 아기 상어 뚜루뚜루뚜~ 두 팔을 크게 뻗어 아빠 상어 뚜루뚜뚜루~ 상어 가족 체조를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
74,3150,65872000,핑크퐁 율동동요 01회,키즈,기타,60,상어 가족. 손가락으로 아기 상어 뚜루뚜루뚜~ 두 팔을 크게 뻗어 아빠 상어 뚜루뚜뚜루~ 상어 가족 체조를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
75,3151,65872000,핑크퐁 율동동요 01회,키즈,기타,60,상어 가족. 손가락으로 아기 상어 뚜루뚜루뚜~ 두 팔을 크게 뻗어 아빠 상어 뚜루뚜뚜루~ 상어 가족 체조를 핑크퐁과 호기와 함께 해요!,-,0:01,20200000000000.0
76,3247,63086000,깨비키즈 공룡스토리 18회,키즈,기타,240,화끈 토마토와 가시 열매 하. 케라와 친구들을 찾아 노리는 티라! 케라와 친구들은 무사히 티라를 피해 갈 수 있을까요?,-,0:04,20200000000000.0
77,3328,66437000,엘리가간다 시즌1 01회,키즈,기타,660,특명! 제주도에서 사라진 꼬마 캐빈을 찾아라.,-,0:11,20200000000000.0
78,3389,61931000,캐리의 마녀 슬라임 연구소 01회,키즈,기타,660,보석 슬라임 만들기. 무시무시한 마녀가 저주를 걸어놓은 거울을 보고 캐리가 마녀가 되었어요! 마녀가 된 캐리가 보석 슬라임을 만들어서 루시를 골탕 먹이려고 해요~! 과연 루시는 무사할까요?!,-,0:11,20200000000000.0
79,3391,60527000,타요의 씽씽극장 동요2 05회,키즈,기타,120,만약에 내가. 친구들은 무엇이 되고 싶나요? 만약에 내가 어른이 된다면? 별이 빛나는 밤에도 마음껏 놀고 먼 나라 친구들 만나러 떠날 거예요. 만약에 내가 힘이 세진다면? 똑똑해진다면? 재밌는 상상을 하면서 노래를 불러봐요.,-,0:02,20200000000000.0
80,3392,60527000,타요의 씽씽극장 동요2 07회,키즈,기타,120,칙칙폭폭 기차놀이. 모두 모여라~ 꼬마버스들처럼 앞사람 따라 친구 따라 재미있는 기차놀이를 해봐요. 칙칙폭폭 더 빠르게 가는 우리는 신나는 꼬마 기차랍니다!,-,0:02,20200000000000.0
81,3661,61931000,헤이지니 럭키강이 시즌9 스페셜. 01회,키즈,기타,573,"1. 시럽이 나오는 신기한 아이스크림 만들기. 시럽이 나오는 아이스크림?! 신기한 아이스크림 장난감 먹방 놀이 How to make ice cream Lets Go! 2. 망치 팽이 장난감 놀이. 더 강력한 베이를 찾나요? 베이블레이드 버스트 신제품 발키리, 망치 팽이 장난감 놀이를 해볼까요?!","헤이지니,럭키강이",0:18,20200000000000.0
82,3692,63086000,깨비키즈 공룡스토리 20회,키즈,기타,240,펄펄 끓는 수영장 하. 티라와 로시에게 붙잡힌 케라! 케라는 무사히 구출될 수 있을까요?,-,0:04,20200000000000.0
83,3766,66372000,잠자는 숲속의 공주,키즈,기타,0,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
84,3767,62252000,잠자는 숲속의 공주,키즈,기타,360,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
85,3768,62252000,잠자는 숲속의 공주,키즈,기타,7,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
86,3769,62252000,잠자는 숲속의 공주,키즈,기타,13,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
87,3770,66848000,잠자는 숲속의 공주,키즈,기타,0,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
88,3771,65743000,잠자는 숲속의 공주,키즈,기타,2,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
89,3772,66985000,잠자는 숲속의 공주,키즈,기타,0,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
90,3773,67140000,잠자는 숲속의 공주,키즈,기타,31,"[키즈스콜레]나쁜 마녀의 저주에 걸려 백년 동안 잠에 들게 된 공주, 그리고 그 공주와 함께 다 같이 잠든 왕국의 사람들. 과연 백년 뒤 공주와 왕국의 사람들은 잠에서 깨어날 수 있을까요?",-,0:06,20200000000000.0
91,3930,61931000,캐빈의 호기심 아파트 01회,키즈,기타,150,요구르트 정수기 만들기. 호기심 아파트에 이사 온 캐빈! 캐빈이 좋아하는 요구르트를 먹다가 궁금한 것이 생겼어요! 만약 우리 집에 요구르트 정수기가 생긴다면? 그래서 캐빈이 직접 만들어 봤어요! 궁금하죠? 그렇다면 영상에서 확인해 볼까요?,-,0:09,20200000000000.0
92,3999,61931000,생활동화 22편 모음 01회,키즈,기타,367,"내 침대가 생겼어요. 혼자 잘 수 있을까? / 용용이의 즐거운 손 씻기, 손 씻기는 정말 귀찮아요.",-,0:15,20200000000000.0
93,4001,60527000,타요의 씽씽극장 동요2 13회,키즈,기타,120,축하축하 축하해요. 오늘은 기쁘고 즐거운 날이에요. 슬픈 일은 나누면 줄고 기쁜 일은 나누면 커지죠. 친구야 정말 정말 축하해!,-,0:02,20200000000000.0
94,4002,60527000,타요의 씽씽극장 동요2 13회,키즈,기타,120,축하축하 축하해요. 오늘은 기쁘고 즐거운 날이에요. 슬픈 일은 나누면 줄고 기쁜 일은 나누면 커지죠. 친구야 정말 정말 축하해!,-,0:02,20200000000000.0
95,4110,66273000,행복한 왕자,키즈,기타,34,"[키즈스콜레]옛날 어느 도시의 광장에 황금으로 온몸이 덮여 있고, 두 눈은 파란 사파이어인 왕자의 동상이 있었어요. 왕자는 자신의 발밑에서 자고 있는 제비에게 부탁을 합니다. 왕자가 제비에게 한 부탁은 무엇일까요?",-,0:07,20200000000000.0
96,4149,63086000,깨비키즈 공룡스토리 25회,키즈,기타,240,풀 뜯어 먹는 티라 상. 초식 공룡을 잡으려고 티라가 설치한 함정에 빠지고만 케라와 친구들! 무사히 티라로부터 도망칠 수 있을까요?,-,0:04,20200000000000.0
97,4337,65872000,핑크퐁 율동동요 05회,키즈,기타,60,내 동물 친구. 사랑스러운 애완동물 친구들을 노래와 춤으로 만나요!,-,0:01,20200000000000.0
98,4338,65872000,핑크퐁 율동동요 05회,키즈,기타,60,내 동물 친구. 사랑스러운 애완동물 친구들을 노래와 춤으로 만나요!,-,0:01,20200000000000.0
99,4339,65872000,핑크퐁 율동동요 05회,키즈,기타,60,내 동물 친구. 사랑스러운 애완동물 친구들을 노래와 춤으로 만나요!,-,0:01,20200000000000.0
100,4340,65872000,핑크퐁 율동동요 05회,키즈,기타,60,내 동물 친구. 사랑스러운 애완동물 친구들을 노래와 춤으로 만나요!,-,0:01,20200000000000.0
101,4341,65872000,핑크퐁 율동동요 05회,키즈,기타,60,내 동물 친구. 사랑스러운 애완동물 친구들을 노래와 춤으로 만나요!,-,0:01,20200000000000.0
