,subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP,
3531,67083000,OCN무비즈2,20240318005245,780,공조,남한으로 숨어든 북한 범죄 조직을 잡기 위해 남북 최초 공조수사 시작된다! 특수부대 북한 형사와 생계형 남한 형사의 팀플레이 액션 영화,"현빈,유해진,김주혁,장영남,이동휘,윤아,공정환,이해영",
3532,63757000,OCN무비즈2,20240318011031,76,공조,남한으로 숨어든 북한 범죄 조직을 잡기 위해 남북 최초 공조수사 시작된다! 특수부대 북한 형사와 생계형 남한 형사의 팀플레이 액션 영화,"현빈,유해진,김주혁,장영남,이동휘,윤아,공정환,이해영",
3533,64953000,OCN무비즈2,20240318010529,7,공조,남한으로 숨어든 북한 범죄 조직을 잡기 위해 남북 최초 공조수사 시작된다! 특수부대 북한 형사와 생계형 남한 형사의 팀플레이 액션 영화,"현빈,유해진,김주혁,장영남,이동휘,윤아,공정환,이해영",
3534,64479000,바둑TV,20240318172003,60,2023 중국여자갑조리그,,,
3535,59886000,바둑TV,20240318170522,14,2023 중국여자갑조리그,,,
3536,61443000,바둑TV,20240318163826,104,2023 중국여자갑조리그,,,
3537,61693000,바둑TV,20240318133324,3047,2023 중국여자갑조리그,,,
3538,64479000,바둑TV,20240318171605,62,2023 중국여자갑조리그,,,
3539,61693000,바둑TV,20240318100811,10521,2023 중국여자갑조리그,,,
3540,64897000,바둑TV,20240318162423,55,2023 중국여자갑조리그,,,
3541,60307000,OCN무비즈,20240301025532,7,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3542,64649000,OCN무비즈,20240301020156,0,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3543,65980000,OCN무비즈,20240301180542,0,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3544,66226000,OCN무비즈,20240301173744,9,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3545,64825000,OCN무비즈,20240301170439,1488,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3546,64417000,OCN무비즈,20240301170251,3142,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3547,60260000,OCN무비즈,20240301002028,2,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3548,62751000,OCN무비즈,20240301004722,10,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3549,61135000,OCN무비즈,20240301162648,2228,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3550,67344000,OCN무비즈,20240301170212,3219,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3551,64892000,OCN무비즈,20240301165345,18,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3552,66636000,OCN무비즈,20240301022329,15,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3553,66974000,OCN무비즈,20240301165746,3,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3554,65824000,OCN무비즈,20240301003754,64,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3555,64649000,OCN무비즈,20240301020005,0,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3556,60050000,OCN무비즈,20240301172917,63,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3557,66974000,OCN무비즈,20240301165846,0,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3558,65876000,OCN무비즈,20240301175637,5116,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3559,66451000,OCN무비즈,20240301165302,1356,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리",
3560,66810000,OCN무비즈,20240316184616,60,비공식작전,,"하정우,주지훈",
3561,60715000,OCN무비즈,20240316102839,477,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3562,62267000,OCN무비즈,20240316094643,23,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3563,66810000,OCN무비즈,20240316184801,8,비공식작전,,"하정우,주지훈",
3564,65046000,OCN무비즈,20240316090625,0,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3565,65431000,OCN무비즈,20240316124216,13,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3566,66365000,OCN무비즈,20240316182228,64,비공식작전,,"하정우,주지훈",
3567,64755000,OCN무비즈,20240316103616,20,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3568,67229000,OCN무비즈,20240316124507,8,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3569,65213000,OCN무비즈,20240316134657,13,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3570,66608000,OCN무비즈,20240316181944,5,비공식작전,,"하정우,주지훈",
3571,65697000,OCN무비즈,20240316173343,14,비공식작전,,"하정우,주지훈",
3572,66748000,OCN무비즈,20240316173257,13,비공식작전,,"하정우,주지훈",
3573,67154000,OCN무비즈,20240316111655,12,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3574,60684000,OCN무비즈,20240316112230,12,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3575,64016000,OCN무비즈,20240316090940,120,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3576,65752000,OCN무비즈,20240316190302,33,비공식작전,,"하정우,주지훈",
3577,67229000,OCN무비즈,20240316134227,9,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3578,66123000,OCN무비즈,20240316175900,6,비공식작전,,"하정우,주지훈",
3579,65673000,OCN무비즈,20240316111241,621,미션 임파서블4:고스트 프로토콜,러시아 폭발 테러 사건에 연루되어 국제 테러리스트로 몰린 특수비밀요원의 자신과 조직의 명예를 되찾기 위한 지상 최대의 불가능한 미션,"톰 크루즈,제레미 레너,사이먼 페그,폴라 패튼,조쉬 할로웨이,레아 세이두,미카엘 니크비스트,아닐 카푸르",
3580,66263000,OCN무비즈,20240316182904,1,비공식작전,,"하정우,주지훈",
3581,67122000,OCN무비즈,20240316180513,128,비공식작전,,"하정우,주지훈",
3582,66177000,OCN무비즈,20240316114000,0,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3583,63021000,OCN무비즈,20240316121201,20,미션 임파서블5:로그네이션,에단 헌트와 IMF 팀원들이 국제적인 테러 조직 신디케이트에 맞서 역대 가장 불가능한 미션을 수행하는 과정을 그린 액션 어드벤처,"톰 크루즈,제레미 레너,사이먼 페그,레베카 퍼거슨,알렉 볼드윈",
3584,66224000,엠플렉스,20240316160715,0,옆집사람,,"오동민,최희진",
3585,62614000,엠플렉스,20240316171044,10,옆집사람,,"오동민,최희진",
3586,64723000,엠플렉스,20240316164325,71,옆집사람,,"오동민,최희진",
3587,60485000,엠플렉스,20240316160012,15,옆집사람,,"오동민,최희진",
3588,67120000,엠플렉스,20240316170653,997,옆집사람,,"오동민,최희진",
3589,60495000,SBS,20240316081529,9,SBS 뉴스토리,,,
3590,60152000,SBS,20240316082459,667,SBS 뉴스토리,,,
3591,65347000,SBS,20240316081543,128,SBS 뉴스토리,,,
3592,60831000,SBS,20240316080343,26,SBS 뉴스토리,,,
3593,66848000,SBS,20240316081106,8,SBS 뉴스토리,,,
3594,60025000,SBS,20240316081021,44,SBS 뉴스토리,,,
3595,65934000,부메랑,20240316223318,825,(음다) 톰과 제리 쇼(55회),,,
3596,59901000,아시아 M,20240316215915,5023,이연걸의 소림사,,이연걸,
3597,65696000,아시아 M,20240316222147,22,이연걸의 소림사,,이연걸,
3598,61519000,아시아 M,20240316214336,716,이연걸의 소림사,,이연걸,
3599,67120000,아시아 M,20240316224708,16,이연걸의 소림사,,이연걸,
3600,61808000,OCN무비즈2,20240316230735,1,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3601,63726000,OCN무비즈2,20240316230437,141,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3602,66308000,OCN무비즈2,20240316232033,66,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3603,65673000,OCN무비즈2,20240316230824,29,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3604,61136000,OCN무비즈2,20240316231159,8,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3605,67229000,OCN무비즈2,20240316230753,27,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3606,63900000,월드클래식무비,20240316005929,231,리볼버,,,
3607,66795000,월드클래식무비,20240316215006,548,아이스 로드,"주어진 시간은 단 30시간, 반드시 구해야 한다!","리암 니슨,로렌스 피시번,홀트 맥칼라니,앰버 미드썬더",
3608,66705000,월드클래식무비,20240316215056,11,아이스 로드,"주어진 시간은 단 30시간, 반드시 구해야 한다!","리암 니슨,로렌스 피시번,홀트 맥칼라니,앰버 미드썬더",
3609,64785000,월드클래식무비,20240316005940,152,리볼버,,,
3610,64381000,채널액션,20240316215414,9,황야의 들개들,,스티븐 보이드,
3611,67304000,채널액션,20240316205218,17,황야의 들개들,,스티븐 보이드,
3612,62248000,채널액션,20240316212704,14,황야의 들개들,,스티븐 보이드,
3613,61920000,채널액션,20240316215258,132,황야의 들개들,,스티븐 보이드,
3614,59892000,채널액션,20240316203739,113,황야의 들개들,,스티븐 보이드,
3615,62248000,채널액션,20240316213539,467,황야의 들개들,,스티븐 보이드,
3616,65316000,채널액션,20240317140555,76,황야의 들개들,,스티븐 보이드,
3617,62478000,채널액션,20240317150121,16,황야의 들개들,,스티븐 보이드,
3618,61139000,OCN무비즈2,20240317011442,6,수상한 그녀,,"심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나",
3619,64443000,VIKI,20240317154938,1,선정적 문구 차단중,,,
3620,63370000,OCN무비즈2,20240307060553,7,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3621,66514000,OCN무비즈2,20240307054609,8,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3622,60283000,OCN무비즈2,20240307060452,0,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3623,64159000,OCN무비즈2,20240307055320,5,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3624,66883000,OCN무비즈2,20240307055103,99,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3625,66162000,코미디TV,20240307042937,0,모형 완구의 제국(4회),,,
3626,67039000,인디필름,20240307235124,0,슬레이어,"'할로윈'으로 공포영화 감독의 명성을 떨쳤던 존 카펜터가 만든 또 하나의 야심작으로, 이 영화의 뱀파이어는 특이한 양상을 띤다. 전형적인 종교성에 그다지 국한되지도 않을 뿐더러, 기존의 선입견(마늘, 십자가 등)에서 완전히 탈피한 인물로 묘사되는 것이다. 특히 흡혈귀의 오싹함과 슬레이어들의 잔인성을 수식 없이 과감하게 표현했다는 데 의의가 있다. 강한 성격파 배우로 자리매김한 제임스 우즈가 주인공을 맡아 열연한다.",제임스 우즈,
3627,66942000,인디필름,20240307233400,6,슬레이어,"'할로윈'으로 공포영화 감독의 명성을 떨쳤던 존 카펜터가 만든 또 하나의 야심작으로, 이 영화의 뱀파이어는 특이한 양상을 띤다. 전형적인 종교성에 그다지 국한되지도 않을 뿐더러, 기존의 선입견(마늘, 십자가 등)에서 완전히 탈피한 인물로 묘사되는 것이다. 특히 흡혈귀의 오싹함과 슬레이어들의 잔인성을 수식 없이 과감하게 표현했다는 데 의의가 있다. 강한 성격파 배우로 자리매김한 제임스 우즈가 주인공을 맡아 열연한다.",제임스 우즈,
3628,61204000,시네마천국,20240306204327,0,리미트리스 1부,동명의 SF 소설을 원작으로 한 영화로서 인간이 약을 먹고 뇌를 100% 활용할 수 있다는 흥미로운 설정의 작품,"로버트 드 니로,브래들리 쿠퍼",
3629,65469000,시네마천국,20240306201907,15,리미트리스 1부,동명의 SF 소설을 원작으로 한 영화로서 인간이 약을 먹고 뇌를 100% 활용할 수 있다는 흥미로운 설정의 작품,"로버트 드 니로,브래들리 쿠퍼",
3630,66040000,MBC,20240306051847,14,푸른백세 어영차 바다야,,,
3631,66022000,롯데홈쇼핑,20240306173041,1,김나운의 요리조리,,,
3632,61559000,롯데홈쇼핑,20240306181510,5,김나운의 요리조리,,,
3633,64701000,롯데홈쇼핑,20240306174116,11,김나운의 요리조리,,,
3634,67047000,롯데홈쇼핑,20240306182644,9,김나운의 요리조리,,,
3635,64701000,롯데홈쇼핑,20240306175244,55,김나운의 요리조리,,,
3636,66181000,롯데홈쇼핑,20240306180315,0,김나운의 요리조리,,,
3637,60737000,롯데홈쇼핑,20240306182527,17,김나운의 요리조리,,,
3638,62619000,MBC,20240306055132,24,푸른백세 어영차 바다야,,,
3639,65213000,OCN,20240306071005,9,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우",
3640,63352000,OCN,20240306062238,1,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우",
3641,65496000,OCN무비즈2,20240306061917,8,짬뽕비권,200년 만에 부활한 절대악 흑마사에 대항하여 나한파의 비밀의 무기를 대체할 궁극의 짬뽕을 완성하라!,"백수장,황지연",
3642,67304000,OCN무비즈2,20240306052328,6,짬뽕비권,200년 만에 부활한 절대악 흑마사에 대항하여 나한파의 비밀의 무기를 대체할 궁극의 짬뽕을 완성하라!,"백수장,황지연",
3643,60283000,OCN무비즈2,20240306055913,0,짬뽕비권,200년 만에 부활한 절대악 흑마사에 대항하여 나한파의 비밀의 무기를 대체할 궁극의 짬뽕을 완성하라!,"백수장,황지연",
3644,61167000,OCN무비즈2,20240306004843,12,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민",
3645,66668000,OCN무비즈2,20240306004021,32,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민",
3646,64081000,스크린골프존,20240306114240,2,GTOUR도전 끝까지 간다2(8회),,,
3647,65596000,이벤트TV,20240306002055,2472,유찬의 가요를 부탁해(129회),,,
3648,65564000,이벤트TV,20240306005624,35,유찬의 가요를 부탁해(129회),,,
3649,62464000,MBC,20240306054101,322,푸른백세 어영차 바다야,,,
3650,64017000,월드클래식무비,20240306195201,10,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스",
3651,61532000,월드클래식무비,20240306191148,149,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스",
3652,66365000,월드클래식무비,20240306193302,9,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스",
3653,66614000,월드클래식무비,20240306201625,0,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스",
3654,66878000,MBC,20240306050522,137,푸른백세 어영차 바다야,,,
3655,67247000,MBC,20240306054239,384,푸른백세 어영차 바다야,,,
3656,65523000,라이프타임,20240306032502,18,부부 살인사건의 전말(6회),,,
3657,66492000,디자이어TV,20240306220038,475,선정적 문구 차단중,,,
3658,65824000,코미디TV,20240307015840,3512,모형 완구의 제국(2회),,,
3659,66123000,코미디TV,20240307040954,6,모형 완구의 제국(3회),,,
3660,66492000,코미디TV,20240307022712,5,모형 완구의 제국(2회),,,
3661,64484000,인디필름,20240307235042,11,슬레이어,"'할로윈'으로 공포영화 감독의 명성을 떨쳤던 존 카펜터가 만든 또 하나의 야심작으로, 이 영화의 뱀파이어는 특이한 양상을 띤다. 전형적인 종교성에 그다지 국한되지도 않을 뿐더러, 기존의 선입견(마늘, 십자가 등)에서 완전히 탈피한 인물로 묘사되는 것이다. 특히 흡혈귀의 오싹함과 슬레이어들의 잔인성을 수식 없이 과감하게 표현했다는 데 의의가 있다. 강한 성격파 배우로 자리매김한 제임스 우즈가 주인공을 맡아 열연한다.",제임스 우즈,
3662,66928000,TV조선,20240307072546,0,반지의 비밀일기 시즌3(1회),,,
3663,65749000,JTBC골프,20240307014152,6,2024 PGA투어 카그니전트 클래식,,,
3664,66583000,OCN무비즈2,20240307050540,6,자전차왕 엄복동,"일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","비,강소라,이범수,고창석,김희원",
3665,64378000,바둑TV,20240314030318,244,제25회 농심신라면배 세계바둑최강전,,,
3666,64378000,바둑TV,20240314022147,87,제25회 농심신라면배 세계바둑최강전,,,
3667,64378000,바둑TV,20240314234747,62,제25회 농심신라면배 세계바둑최강전,,,
3668,60984000,스크린,20240314134018,38,얼라이드,"브래드 피트, 마리옹 꼬띠아르 주연. 아내의 이중스파이 혐의를 밝히기 위해 진실을 파헤치는 남편의 이야기를 그린 클래식 첩보영화","브래드 피트,마리옹 꼬띠아르,리지 캐플란,매튜 구드",
3669,64845000,채널MX,20240314051727,143,스포츠 최고의 시대(21회),,,
3670,67187000,씨네프,20240314010829,1554,파이트 클럽,"96년 발표한 척 팰러니욱(Chuck Palahniuk)의 소설을 바탕으로, 단조로운 생활에 권태를 느끼던 주인공이 비누에 질산을 첨가하면 폭탄을 만들 수 있다고 말하는 기이한 분위기의 남자를 만나 '파이트 클럽'이란 비밀 집단을 결성, 사제폭탄으로 한 도시를 폭파시킨다는 내용의 스릴러. 에드워드 노튼과 브래드 피트의 탁월한 연기를 볼 수 있는 이 영화는 미국 도시 문명의 어두운 면을 폭력과 파괴로 묘사하여, 평론가들 사이에서도 논란을 불러일으켰다.","브래드 피트,에드워드 노튼,헬레나 본햄 카터",
3671,63031000,씨네프,20240314014745,6,파이트 클럽,"96년 발표한 척 팰러니욱(Chuck Palahniuk)의 소설을 바탕으로, 단조로운 생활에 권태를 느끼던 주인공이 비누에 질산을 첨가하면 폭탄을 만들 수 있다고 말하는 기이한 분위기의 남자를 만나 '파이트 클럽'이란 비밀 집단을 결성, 사제폭탄으로 한 도시를 폭파시킨다는 내용의 스릴러. 에드워드 노튼과 브래드 피트의 탁월한 연기를 볼 수 있는 이 영화는 미국 도시 문명의 어두운 면을 폭력과 파괴로 묘사하여, 평론가들 사이에서도 논란을 불러일으켰다.","브래드 피트,에드워드 노튼,헬레나 본햄 카터",
3672,62474000,아시아 M,20240314173851,6,비룡맹장,,"성룡,홍금보,원표",
3673,65094000,씨네프,20240314005512,5,파이트 클럽,"96년 발표한 척 팰러니욱(Chuck Palahniuk)의 소설을 바탕으로, 단조로운 생활에 권태를 느끼던 주인공이 비누에 질산을 첨가하면 폭탄을 만들 수 있다고 말하는 기이한 분위기의 남자를 만나 '파이트 클럽'이란 비밀 집단을 결성, 사제폭탄으로 한 도시를 폭파시킨다는 내용의 스릴러. 에드워드 노튼과 브래드 피트의 탁월한 연기를 볼 수 있는 이 영화는 미국 도시 문명의 어두운 면을 폭력과 파괴로 묘사하여, 평론가들 사이에서도 논란을 불러일으켰다.","브래드 피트,에드워드 노튼,헬레나 본햄 카터",
3674,67187000,씨네프,20240314010829,1554,파이트 클럽,"96년 발표한 척 팰러니욱(Chuck Palahniuk)의 소설을 바탕으로, 단조로운 생활에 권태를 느끼던 주인공이 비누에 질산을 첨가하면 폭탄을 만들 수 있다고 말하는 기이한 분위기의 남자를 만나 '파이트 클럽'이란 비밀 집단을 결성, 사제폭탄으로 한 도시를 폭파시킨다는 내용의 스릴러. 에드워드 노튼과 브래드 피트의 탁월한 연기를 볼 수 있는 이 영화는 미국 도시 문명의 어두운 면을 폭력과 파괴로 묘사하여, 평론가들 사이에서도 논란을 불러일으켰다.","브래드 피트,에드워드 노튼,헬레나 본햄 카터",
3675,64732000,시네마천국,20240314010437,93,퍼펙트 에너미 1부,,"토마즈 코트,아테나 스트레이츠",
3676,67187000,시네마천국,20240314013446,66,퍼펙트 에너미 2부,,"토마즈 코트,아테나 스트레이츠",
3677,65062000,NHK프리미엄,20240314191819,8077,내일이 바뀌는 취급설명서 쇼,쇼맨이 세계의 한 아이템을 선택하고 당신의 삶을 '업데이트'할 수 있는 몇 가지 놀라운 사실과 유용한 팁으로 그것을 사용하거나 작동하는 방법을 제시하는 독특한 극장 쇼.,이시하라 사토미,
3678,61311000,OCN무비즈2,20240314230655,14,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3679,62271000,OCN무비즈2,20240314074706,3968,용의자,모두의 타겟이 된 채 자신의 가족을 죽인 자를 쫓는 최정예 특수요원 지동철의 이야기를 그린 액션 블록버스터,"공유,조성하,박희순,유다인,김성균,조재윤",
3680,67164000,OCN무비즈2,20240314233330,17,이끼,,"유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호",
3681,66983000,바둑TV,20240320144848,64,2023 중국여자갑조리그,,,
3682,66118000,바둑TV,20240320161548,1252,2023 중국여자갑조리그,,,
3683,65623000,바둑TV,20240320123420,8,2023 중국여자갑조리그,,,
3684,59886000,바둑TV,20240320113213,3042,2023 중국여자갑조리그,,,
3685,60726000,바둑TV,20240320154029,7,2023 중국여자갑조리그,,,
3686,64897000,바둑TV,20240320123935,299,2023 중국여자갑조리그,,,
3687,64755000,더무비,20240320094715,5,1급기밀,,"김상경,김옥빈,최무성,최귀화,김병철",
3688,64757000,더무비,20240320093005,10,1급기밀,,"김상경,김옥빈,최무성,최귀화,김병철",
3689,60528000,더무비,20240320093240,5,1급기밀,,"김상경,김옥빈,최무성,최귀화,김병철",
3690,64711000,더무비,20240320092748,5,1급기밀,,"김상경,김옥빈,최무성,최귀화,김병철",
3691,65309000,롯데홈쇼핑,20240320173027,102,김나운의 요리조리,,,
3692,60044000,롯데홈쇼핑,20240320173421,54,김나운의 요리조리,,,
