,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
1,61080000,극적인하룻밤,영화,멜로,626,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240219193856
2,64386000,극적인하룻밤,영화,멜로,65,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240214082429
3,61779000,극적인하룻밤,영화,멜로,1360,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240220220535
4,66056000,극적인하룻밤,영화,멜로,49,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240208144749
5,62226000,극적인하룻밤,영화,멜로,128,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240212161301
6,61080000,극적인하룻밤,영화,멜로,2152,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240218010439
7,67164000,극적인하룻밤,영화,멜로,565,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240216204822
8,67164000,극적인하룻밤,영화,멜로,95,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240216210719
9,60607000,극적인하룻밤,영화,멜로,401,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240217003035
10,67164000,극적인하룻밤,영화,멜로,553,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240216205757
11,61779000,극적인하룻밤,영화,멜로,468,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240207213335
12,60550000,극적인하룻밤,영화,멜로,222,극적인하룻밤 캐릭터영상,"윤계상,한예리,박병은,박효주,조복래,정수영,김창환,김의성",01:47,20240207141952
13,62366000,(SD)뽕(1985),영화,드라마,2273,"일제 치하 용담골, 안협의 남편 삼보는 노름판을 돌아다니느라 집에 돌아오지 않는다. 벌이가 없는 안협은 동네 남자들에게 몸을 팔고 그 대가로 곡식을 받아 생활을 이어간다. 뽕을 치는 할매집 머슴 삼돌은 안협이 자신을 무시하자, 삼보에게 안협의 행각을 일러 바친다.","이미숙,이대근,이무정,곽은경",01:51,20240217143653
14,62366000,(SD)뽕(1985),영화,드라마,546,"일제 치하 용담골, 안협의 남편 삼보는 노름판을 돌아다니느라 집에 돌아오지 않는다. 벌이가 없는 안협은 동네 남자들에게 몸을 팔고 그 대가로 곡식을 받아 생활을 이어간다. 뽕을 치는 할매집 머슴 삼돌은 안협이 자신을 무시하자, 삼보에게 안협의 행각을 일러 바친다.","이미숙,이대근,이무정,곽은경",01:51,20240217142740
15,63086000,라바 인 뉴욕 13회,키즈,오락,420,1 승부. 2 댄스배틀. 3 코딱지. 4 추리 1.,"옐로,레드",00:07,20240218180026
16,63076000,뽀로로와 노래해요 NEW 1 08회,키즈,애니메이션,180,"꼭꼭꼭. 하늘을 날고 싶은 뽀로로, 멋지게 악기 연주를 하고 싶은 루피, 우주선을 만들어보고 싶은 에디와 멋진 그림을 완성하고 싶은 포비, 이렇게 네 명의 친구들의 도전과 노력에 관한 이야기를 그린 노래입니다. 뽀로로와 친구들이 어떤 도전을 이어나가는지 함께 볼까요?","뽀로로,크롱,루피,패티,에디,포비,해리",00:03,20240211150118
17,60784000,(SD)밀회,영화,드라마,525,남편의 불륜과 무관심 속에 집에서 홀로 채팅을 하는 것이 유일한 낙인 아유미는 어느 날 별뜻 없이 낯선 남자와 잠을 자게 되고 후회를 하고 있는 그녀에게 투고 사이트에 올라있는 그녀의 정사사진을 들이대며 유우지는 이혼을 요구하는데...,"준나키린,우유키로 호나",01:19,20240203001338
18,64505000,1회 목포 1부,우리동네,연예/오락,161,H-WELL 시니어 백세 건강 기체조,"양택조,김영환",00:57,20240211124532
19,59890000,건강 체조,기타,기타,23,H-WELL 시니어 백세 건강 기체조,"양택조,김영환",01:07,20240223162244
20,64984000,스나이퍼-화이트 레이븐,영화,액션/어드벤쳐,2226,"미콜라는 친환경적인 삶을 살기 위해 아내와 시골로 내려와 물리 교사를 하며 지내던 중, 러시아 무장 단체의 공격을 받아 임신한 아내가 사망하게 된다. 쓰러진 미콜라를 발견한 우크라이나 군은 군대에 미콜라를 데려가고, 미콜라는 복수를 위해 저격수가 될 결심을 한다.","파블로 알도쉰,마리나 코시키나,안드레이 모스트렌코",01:51,20240221015651
21,65624000,전국 노래 자랑 2151회(23/04/16),TV 연예/오락,기타,4620,전국노래자랑 [경북 구미시] 편.,김신영,01:17,20240224172407
22,60067000,운중서 구름에 띄운 편지 07회.,TV드라마,외화 시리즈,636,하란아가 녕왕에게 심어의 정체를 밝히려 하지만 제장이 나서서 막아선다. 제장은 심어에게 정체를 따져 묻지만 심어는 끝까지 잡아뗀다. 심어가 고존속의 딸임을 알게 된 녕왕은 함정을 파서 심어와 제장을 한꺼번에 없애려 한다.,"사사빈,오가이",00:45,20240204125900
23,60067000,운중서 구름에 띄운 편지 07회.,TV드라마,외화 시리즈,677,하란아가 녕왕에게 심어의 정체를 밝히려 하지만 제장이 나서서 막아선다. 제장은 심어에게 정체를 따져 묻지만 심어는 끝까지 잡아뗀다. 심어가 고존속의 딸임을 알게 된 녕왕은 함정을 파서 심어와 제장을 한꺼번에 없애려 한다.,"사사빈,오가이",00:45,20240204135036
24,60067000,운중서 구름에 띄운 편지 07회.,TV드라마,외화 시리즈,177,하란아가 녕왕에게 심어의 정체를 밝히려 하지만 제장이 나서서 막아선다. 제장은 심어에게 정체를 따져 묻지만 심어는 끝까지 잡아뗀다. 심어가 고존속의 딸임을 알게 된 녕왕은 함정을 파서 심어와 제장을 한꺼번에 없애려 한다.,"사사빈,오가이",00:45,20240204184719
25,60067000,운중서 구름에 띄운 편지 07회.,TV드라마,외화 시리즈,1981,하란아가 녕왕에게 심어의 정체를 밝히려 하지만 제장이 나서서 막아선다. 제장은 심어에게 정체를 따져 묻지만 심어는 끝까지 잡아뗀다. 심어가 고존속의 딸임을 알게 된 녕왕은 함정을 파서 심어와 제장을 한꺼번에 없애려 한다.,"사사빈,오가이",00:45,20240204220738
26,62421000,심야괴담회(정규) 101회(23/11/28),TV 연예/오락,기타,158,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.,"김구라,김숙,황제성,김아영",01:02,20240225215750
27,67262000,심야괴담회(정규) 101회(23/11/28),TV 연예/오락,기타,0,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.,"김구라,김숙,황제성,김아영",01:02,20240212221830
28,65015000,미스터 로또 27회(23/12/07),TV 연예/오락,기타,3987,승부는 다시 동점! 이제는 확실한 승부를 지어야 한다! 이번 승부에서 패배한 단장은 전격 교체?! 단장 자리를 차지하기 위한 반.고들의 위협은 더해지고... 위태로워진 박서진 단장을 지키기 위해 작은 거인 트로트 용병들이 나섰다! 과연 단장의 운명은...?!,"김성주,붐,안성훈,박지현,진해성,나상도,최수호,진욱,박성온,박서진,김용필,재하",01:46,20240223124938
29,62701000,(더빙)드래곤볼 01회,TV애니메이션,액션/모험,552,산속에 사는 소년 손오공은 드래곤 레이더를 사용해서 드래곤볼을 모으는 소녀 부르마와 만난다. 전 세계에 흩어져있는 7개의 구슬을 다 모으면 어떤 소원이든 이룰 수 있다는 전설이 있다고 한다. 그걸 들은 오공은 드래곤볼을 찾는 모험의 여정을 시작한다.,"손오공,부르마",00:24,20240218161335
30,65156000,(더빙)드래곤볼 01회,TV애니메이션,액션/모험,27,산속에 사는 소년 손오공은 드래곤 레이더를 사용해서 드래곤볼을 모으는 소녀 부르마와 만난다. 전 세계에 흩어져있는 7개의 구슬을 다 모으면 어떤 소원이든 이룰 수 있다는 전설이 있다고 한다. 그걸 들은 오공은 드래곤볼을 찾는 모험의 여정을 시작한다.,"손오공,부르마",00:24,20240202205806
31,66517000,(더빙)드래곤볼 01회,TV애니메이션,액션/모험,218,산속에 사는 소년 손오공은 드래곤 레이더를 사용해서 드래곤볼을 모으는 소녀 부르마와 만난다. 전 세계에 흩어져있는 7개의 구슬을 다 모으면 어떤 소원이든 이룰 수 있다는 전설이 있다고 한다. 그걸 들은 오공은 드래곤볼을 찾는 모험의 여정을 시작한다.,"손오공,부르마",00:24,20240216180916
32,60784000,10살 어린 처형,기타,기타,135,어린 아내와 결혼한 남자는 장인어른의 제사를 위해 처가에 방문하게 된다. 자신보다 10살이 어린 처형은 남자를 유혹하고 남자는 나이 어린 처형의 유혹에 넘어가게 되며 길들여지게 된다.,아리사카 미유키,01:02,20240213230417
33,64252000,"세작, 매혹된 자들 00회",TV드라마,외화 시리즈,0,"사랑할 땐 살기를 바라고, 미워할 땐 죽기를 바라는, 그 변덕스러운 모순! 높은 자리에 있지만 마음은 비천한 임금 이인과 그를 무너뜨리기 위해 세작(첩자)이 된 여인의 잔혹한 운명을 그린 이야기.","조정석,신세경,이신영,박예영,손현주,조성하,최대훈,강홍석,장영남,이규회",00:00,20240201180055
34,65954000,고딩엄빠 4 25회(24/01/17),TV 연예/오락,기타,3828,엄마의 제보로 출연한 주인공?! 대체 어떤 문제길래... 육아는 뒷전? 아이가 관심을 끌어도 종일 휴대폰 삼매경! 오픈채팅 중독의 주인공! 딸과 손녀 뒷바라지에 몸이 두 개여도 모자란 어머니의 S.O.S! 위태위태한 두 사람의 속 사정은 과연?,"박미선,인교진,서장훈",01:24,20240221143324
35,65954000,고딩엄빠 4 25회(24/01/17),TV 연예/오락,기타,2426,엄마의 제보로 출연한 주인공?! 대체 어떤 문제길래... 육아는 뒷전? 아이가 관심을 끌어도 종일 휴대폰 삼매경! 오픈채팅 중독의 주인공! 딸과 손녀 뒷바라지에 몸이 두 개여도 모자란 어머니의 S.O.S! 위태위태한 두 사람의 속 사정은 과연?,"박미선,인교진,서장훈",01:24,20240221135248
36,60326000,일념화개 : 사랑의 꽃 피우면 10회.,TV드라마,외화 시리즈,796,"조탄탄은 보물 창고의 위치를 알아내려고 추만천에게 술을 먹이다가 추만천의 마음을 눈치챈다. 드디어 시작된 인연 찾기에서 조탄탄과 추월백의 인연패가 함께 나오더니, 곧바로 최진의 것도 따라 나와 소란이 벌어진다.","방일륜,황일영,마흔묵,구사륜",00:34,20240229082152
37,60326000,일념화개 : 사랑의 꽃 피우면 10회.,TV드라마,외화 시리즈,1511,"조탄탄은 보물 창고의 위치를 알아내려고 추만천에게 술을 먹이다가 추만천의 마음을 눈치챈다. 드디어 시작된 인연 찾기에서 조탄탄과 추월백의 인연패가 함께 나오더니, 곧바로 최진의 것도 따라 나와 소란이 벌어진다.","방일륜,황일영,마흔묵,구사륜",00:34,20240229175517
38,61683000,전지적 참견 시점 286회(24/02/17),TV 연예/오락,기타,3097,"지코, 장문성 매니저 n 브라이언, 홍승란 매니저. 아티스트부터 프로듀서까지 섭렵한 올라운더 지코! 전참시 출격! 프로듀서 모드 ON! 하이브로 출근하는 K-직장인 지코의 출근길! 입이 떡 벌어지는 으리으리한 사옥부터~ 보이넥스트도어 재현, 이한과의 면담까지 전격 공개!","이영자,전현무,송은이,양세형,유병재,이승윤",01:35,20240219143446
39,66619000,미니특공대X-펜타트론. 04회,키즈,애니메이션,1320,1. 푸른 제비꽃의 향기. 소풍을 떠난 볼트 일행은 푸른 제비꽃을 키우는 키라를 만난다. 옳지 않아! 라는 말투와 고운 심성까지 쏙 닮은 맥스와 키라는 금세 단짝으로 거듭난다. 한편 악몽을 꾸게 하는 벌 외계인이 나타나 도시를 어지럽히는데... 2. 킬러 비의 정체.,"볼트,새미,루시,맥스",00:22,20240220204640
40,66006000,일로 만난 사이 03회,TV 연예/오락,기타,1697,"왕골밭에서 재석과 함께 일할 세번째 동료는? 계약으로 만난 사이! 사장 유희열, 직원 정재형. 몸 쓰는 게 낯선 토크 장인 희열과 허당 일꾼 재형의 등장에 뜻밖의 에이스로 당당히 등극한 작업반장 재석. 힐링과 노동, 두 마리 토끼를 잡겠다고 나선 이들의 하루는?","유재석,유희열,정재형",01:33,20240221230445
41,66006000,일로 만난 사이 03회,TV 연예/오락,기타,3837,"왕골밭에서 재석과 함께 일할 세번째 동료는? 계약으로 만난 사이! 사장 유희열, 직원 정재형. 몸 쓰는 게 낯선 토크 장인 희열과 허당 일꾼 재형의 등장에 뜻밖의 에이스로 당당히 등극한 작업반장 재석. 힐링과 노동, 두 마리 토끼를 잡겠다고 나선 이들의 하루는?","유재석,유희열,정재형",01:33,20240222214342
42,60326000,전문중적진천천 08회.,TV드라마,외화 시리즈,2131,"소성주 시험을 앞두고, 성주는 천첸첸에게 페이헝을 붙여 과외를 시키기 시작한다. 하지만, 한숴는 이에 반대하며 자신이 직접 만든 문제지를 들고 직접 천첸첸을 가르치기에 이른다. 천첸첸은 소성주 시험을 거부하며, 어떻게든 시험을 안 보겠다는 꼼수를 써보는데...","자오루쓰,딩위시,성잉하오,저우쯔신,자오신,취안페이룬,천밍하오",00:41,20240213062628
43,64151000,무영자:군웅할거,영화,액션/어드벤쳐,5460,"위박에 파견한 절도사 장백정이 살해되자, 당나라 황제는 사건 조사를 위해 대리사 배준을 위박으로 보낸다. 한편 강호령을 받은 협녀 견마는 사건 해결을 위해 소연남과 경월을 속여서 위박으로 데려가고, 이곳에서 잇따라 발생한 기이한 살인 사건을 조사하는데...","마솔,서서영",01:31,20240207104155
44,62226000,무영자:군웅할거,영화,액션/어드벤쳐,1724,"위박에 파견한 절도사 장백정이 살해되자, 당나라 황제는 사건 조사를 위해 대리사 배준을 위박으로 보낸다. 한편 강호령을 받은 협녀 견마는 사건 해결을 위해 소연남과 경월을 속여서 위박으로 데려가고, 이곳에서 잇따라 발생한 기이한 살인 사건을 조사하는데...","마솔,서서영",01:31,20240206150002
45,63101000,무영자:군웅할거,영화,액션/어드벤쳐,1188,"위박에 파견한 절도사 장백정이 살해되자, 당나라 황제는 사건 조사를 위해 대리사 배준을 위박으로 보낸다. 한편 강호령을 받은 협녀 견마는 사건 해결을 위해 소연남과 경월을 속여서 위박으로 데려가고, 이곳에서 잇따라 발생한 기이한 살인 사건을 조사하는데...","마솔,서서영",01:31,20240201165423
46,61296000,무영자:군웅할거,영화,액션/어드벤쳐,1823,"위박에 파견한 절도사 장백정이 살해되자, 당나라 황제는 사건 조사를 위해 대리사 배준을 위박으로 보낸다. 한편 강호령을 받은 협녀 견마는 사건 해결을 위해 소연남과 경월을 속여서 위박으로 데려가고, 이곳에서 잇따라 발생한 기이한 살인 사건을 조사하는데...","마솔,서서영",01:31,20240218130423
47,67334000,제습의 원리,기타,기타,0,눅눅한 공기를 쾌적하게! 제습의 원리.,-,00:01,20240216173300
48,64130000,내 눈에 콩깍지(KBS) 80회(23/01/23),TV드라마,기타,924,영이를 받아들이기로 결정했으니 저녁식사를 같이 하자며 집으로 영이를 초대하는 이재와 윤희. 갑작스러운 허락에 경준과 영이는 당황하지만 식사 초대에 응하기로 한다. 소식을 들은 장회장은 순서는 지켜야 한다며 은숙과 창일을 만나기 위해 영이네 동네로 향하는데...,"백성현,배누리,최윤라,정수환",00:27,20240208160951
49,66875000,하늘의 인연 027회(23/05/23),TV드라마,기타,458,"세나와의 갑작스러운 키스로 인해 진우는 세나와의 관계에 대한 깊은 고민에 빠지게 된다. 한편 윤솔과 이창은 정임에 대한 애정과 충성을 다시 한번 다짐하고, 미강은 영은에 대한 복수심으로 영은을 대학 캠퍼스로 불러내는데...","이훈,조은숙,심이영,김유석,고은미,정한용",00:29,20240214192553
50,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,55,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240210070432
51,64520000,(FREE)귀공자(무료),영화,액션/어드벤쳐,25,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240204145629
52,63740000,(FREE)귀공자(무료),영화,액션/어드벤쳐,3729,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240204121438
53,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,7080,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201144156
54,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,73,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201093251
55,61181000,(FREE)귀공자(무료),영화,액션/어드벤쳐,6769,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201211247
56,66056000,(FREE)(자막)귀공자(무료),영화,액션/어드벤쳐,587,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201170720
57,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,7080,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201094054
58,63101000,(FREE)(자막)귀공자(무료),영화,액션/어드벤쳐,940,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201171918
59,64300000,(FREE)귀공자(무료),영화,액션/어드벤쳐,3255,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203224905
60,66142000,(FREE)귀공자(무료),영화,액션/어드벤쳐,7080,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203194915
61,66170000,(FREE)귀공자(무료),영화,액션/어드벤쳐,100,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203232834
62,66142000,(FREE)귀공자(무료),영화,액션/어드벤쳐,0,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203221852
63,64027000,(FREE)귀공자(무료),영화,액션/어드벤쳐,24,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201223016
64,66056000,귀공자(예고),영화,액션/어드벤쳐,60,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",00:01,20240201191241
65,67170000,(FREE)귀공자(무료),영화,액션/어드벤쳐,7080,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201012436
66,66142000,(FREE)(자막)귀공자(무료),영화,액션/어드벤쳐,0,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201213241
67,65696000,(FREE)귀공자(무료),영화,액션/어드벤쳐,3132,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203230432
68,66056000,(FREE)(자막)귀공자(무료),영화,액션/어드벤쳐,2590,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240203163328
69,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,741,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240201091319
70,66705000,(FREE)귀공자(무료),영화,액션/어드벤쳐,7042,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240205135059
71,66056000,(FREE)귀공자(무료),영화,액션/어드벤쳐,1276,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240205042810
72,64520000,(FREE)귀공자(무료),영화,액션/어드벤쳐,6452,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240205152810
73,65546000,(FREE)귀공자(무료),영화,액션/어드벤쳐,2,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240202123446
74,64027000,(FREE)귀공자(무료),영화,액션/어드벤쳐,59,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240202015159
75,67070000,(FREE)귀공자(무료),영화,액션/어드벤쳐,1256,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240219201626
76,66142000,(FREE)귀공자(무료),영화,액션/어드벤쳐,0,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240202192245
77,64131000,(FREE)귀공자(무료),영화,액션/어드벤쳐,34,서비스 해지 시까지 시청 가능. 필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다.,"김선호,강태주,김강우,고아라",01:58,20240214003708
