,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
4066,63086000,(더빙)백앤아 Part4 09회(N),TV애니메이션,기타,1140,"절대 탈옥할 수 없는 감옥에 갇혀버렸다! 백앤아는 몰래 탈출에 성공할 수 있을까요? / 으스스한 분위기의 장난감 가게, 그 한켠에 처음 보는 낯선 얼굴이 보이는데... 과연 새로운 캐릭터의 정체는?!",백앤아,00:19,20240204192222
4067,63086000,외계+인 1부(자막)(예고),영화,액션/어드벤쳐,60,"아주 오래전부터 외계인은 그들의 죄수를 인간의 몸에 가두어 왔다. 2022년 현재, 가드와 썬더는 인간의 몸에 가두어진 외계인 죄수를 관리하며 지구에 살고 있다. 어느 날, 서울 상공에 우주선이 나타나고 형사 문도석은 기이한 광경을 목격하게 되는데...","류준열,김우빈,김태리,소지섭,염정아,조우진,김의성,이하늬,신정근,이시훈,김대명,최유리,김기천,윤병희,지건우",00:01,20240225135628
4068,60326000,침향여설 49회.,TV드라마,외화 시리즈,2379,"응연은 지애의 오두막에서 녹명을 기다리지만, 녹명 대신 지석이 녹명의 교주경을 갖고 나타난다. 응연이 교주경을 비추자 북해의 어느 장소가 나타나고, 응연은 녹명이 그곳에 단서를 남겼다고 생각해 그곳으로 향한다.","성의,양쯔",00:46,20240220012258
4069,60784000,약점 잡혀 앞뒤로 봉사하는 간호사,기타,기타,146,"간호사인 나나미는 병원 원장의 아들이자 의사인 타카나시와 약혼한 사이다. 어느 날 타카나시는 응급 환자에게 잘못된 약을 투약하고, 은폐하려고 했지만, 때마침 입원 중인 삼류 기자 아베에게 목격당하고 만다. 그날 이후, 아베는 그 사건을 빌미로...",미사키 나나미,01:02,20240209082830
4070,60784000,약점 잡혀 앞뒤로 봉사하는 간호사,기타,기타,454,"간호사인 나나미는 병원 원장의 아들이자 의사인 타카나시와 약혼한 사이다. 어느 날 타카나시는 응급 환자에게 잘못된 약을 투약하고, 은폐하려고 했지만, 때마침 입원 중인 삼류 기자 아베에게 목격당하고 만다. 그날 이후, 아베는 그 사건을 빌미로...",미사키 나나미,01:02,20240209071828
4071,66875000,초!니저소비기 02회(A),TV드라마,외화 시리즈,21,"쑤샤오샤오는 페이텐의 농구복을 훔친 범인으로 몰리고, 쑤샤오샤오는 자신을 그렇게 만든 사람이 선시링이라고 생각한다. 선시링은 쑤샤오샤오 몰래 대신 범인을 잡아준다. 한편, 선시링은 매일 2시간씩 쑤샤오샤오의 공부를 도와주기로 하는데...","조준상 ,고만이,류윤군",00:35,20240213143803
4072,66875000,향초선생불수교 : 잠들지 못하는 밤 02회(A),TV드라마,외화 시리즈,1845,"루언퉁은 커윈 리조트에서 쫓겨날 위기에 처하고, 자신이 탈락시킨 수면 치료 프로젝트 지원자가 루언퉁이었다는 사실을 알게 된 쑹옌쉬는 마음을 바꿔 루언퉁을 원래 배정됐던 방에 묵게 한다.","공설아,오우항,반록우,욱총",00:36,20240209001205
4073,66875000,삼분야 19회(A),TV드라마,외화 시리즈,1071,"리신은 쉬옌스가 회사 내부 기술을 이용해 싱헝에서 주최한 대회에 나갔다고 본사에 보고하고, 본사 조사팀은 쉬옌스를 조사하기 시작한다. 쉬옌스가 소송을 당할 위기에 처하자, 샹위안은 쉬옌스를 변호할 자료를 들고 직접 쓰투밍텐을 찾아간다.","장빈빈,오천",00:42,20240208145231
4074,60326000,랑군불여의 : 내 낭군은 늑대 22회.,TV드라마,외화 시리즈,2335,"규목랑은 제파가 아무 반응도 없다는 소식에 제파를 불러 따지다가 결국 상처받는다. 규목랑의 호위인 이웅이 제파와의 사이도 심상치 않고, 정체도 수상하다는 사실을 깨달은 정목안과 해당은 사실 확인을 위해 제파를 속여서 숲으로 불러낸다.","진철원,오선의,사자심,왕로청",00:42,20240217170729
4075,66875000,랑군불여의 : 내 낭군은 늑대 22회(A),TV드라마,외화 시리즈,854,"규목랑은 제파가 아무 반응도 없다는 소식에 제파를 불러 따지다가 결국 상처받는다. 규목랑의 호위인 이웅이 제파와의 사이도 심상치 않고, 정체도 수상하다는 사실을 깨달은 정목안과 해당은 사실 확인을 위해 제파를 속여서 숲으로 불러낸다.","진철원,오선의,사자심,왕로청",00:42,20240211202011
4076,60326000,랑군불여의 : 내 낭군은 늑대 22회.,TV드라마,외화 시리즈,88,"규목랑은 제파가 아무 반응도 없다는 소식에 제파를 불러 따지다가 결국 상처받는다. 규목랑의 호위인 이웅이 제파와의 사이도 심상치 않고, 정체도 수상하다는 사실을 깨달은 정목안과 해당은 사실 확인을 위해 제파를 속여서 숲으로 불러낸다.","진철원,오선의,사자심,왕로청",00:42,20240217170233
4077,60326000,랑군불여의 : 내 낭군은 늑대 22회.,TV드라마,외화 시리즈,179,"규목랑은 제파가 아무 반응도 없다는 소식에 제파를 불러 따지다가 결국 상처받는다. 규목랑의 호위인 이웅이 제파와의 사이도 심상치 않고, 정체도 수상하다는 사실을 깨달은 정목안과 해당은 사실 확인을 위해 제파를 속여서 숲으로 불러낸다.","진철원,오선의,사자심,왕로청",00:42,20240217170417
4078,64984000,도둑놈 도둑님 29회,TV드라마,기타,3960,판수가 진짜 지도를 빼돌려 중태에게 넘겼음을 알게 된 돌목과 준희. 지도를 되찾기 위한 형제의 비밀 계획이 시작된다! 한편 입맞춤 이후 어색해진 돌목과 소주. 돌목은 할 얘기가 있다며 소주를 불러내는데...,"지현우,김지훈,서현,임주은,안길강,정경순,최종환,김정태",01:06,20240208092500
4079,64984000,도둑놈 도둑님 29회,TV드라마,기타,0,판수가 진짜 지도를 빼돌려 중태에게 넘겼음을 알게 된 돌목과 준희. 지도를 되찾기 위한 형제의 비밀 계획이 시작된다! 한편 입맞춤 이후 어색해진 돌목과 소주. 돌목은 할 얘기가 있다며 소주를 불러내는데...,"지현우,김지훈,서현,임주은,안길강,정경순,최종환,김정태",01:06,20240207235345
4080,64984000,도둑놈 도둑님 29회,TV드라마,기타,70,판수가 진짜 지도를 빼돌려 중태에게 넘겼음을 알게 된 돌목과 준희. 지도를 되찾기 위한 형제의 비밀 계획이 시작된다! 한편 입맞춤 이후 어색해진 돌목과 소주. 돌목은 할 얘기가 있다며 소주를 불러내는데...,"지현우,김지훈,서현,임주은,안길강,정경순,최종환,김정태",01:06,20240207223341
4081,63665000,우리 갑순이 36회,TV드라마,기타,3779,"도금은 시내와 수조를 만나게 해주기 위해 만남을 준비하고, 수조를 떠나보낼 채비를 한다. 한편, 결혼을 결심한 갑순이가 적극적으로 행동하자 갑돌은 아픈 기자 생각에 망설이게 되는데...","송재림,김소은,유선,김규리,최대철,이완",01:04,20240215191738
4082,63665000,마의 29회,TV드라마,기타,3600,"고주만이 세상을 떠나고 그 뒤를 이어 수의 자리에 오른 이명환. 치종청의 현판을 내리고 그 자리에 특별시료청을 세우도록 명한다. 한편, 광현의 죽음을 믿지 못하는 사람들. 각자의 방법으로 광현을 기다리고 시간은 흐르는데...","조승우,이요원,손창민,유선",01:00,20240223032839
4083,63665000,마의 46회,TV드라마,기타,3475,"지녕은 대비에게 광현과 자신의 신분이 바뀌었다 말하며, 광현의 시료를 거부하지 말아달라고 간절히 청한다. 이에 현종은 물론 혜민서 사람들까지 광현과 지녕의 신분이 바뀌었다는 것을 알게 된다. 한편, 이명환의 악행이 밝혀지고 광현은 대비의 시료를 맡게 되는데...","조승우,이요원,손창민,유선",01:03,20240223214556
4084,66875000,치아문첨첨적소미만 16회(A),TV드라마,외화 시리즈,50,"저우샤오와 자오판저우, 셰이싱은 주루의 기분을 풀어주기 위해 함께 놀이동산에 간다. 롤러코스터와 사격놀이 등 즐거운 시간을 보낸 저우샤오와 자오판저우, 셰이싱과 주루는 각각 상대의 새로운 모습을 발견하고, 한층 가까워진다.","공쥔,리우런위",00:42,20240223070827
4085,66875000,치아문첨첨적소미만 16회(A),TV드라마,외화 시리즈,53,"저우샤오와 자오판저우, 셰이싱은 주루의 기분을 풀어주기 위해 함께 놀이동산에 간다. 롤러코스터와 사격놀이 등 즐거운 시간을 보낸 저우샤오와 자오판저우, 셰이싱과 주루는 각각 상대의 새로운 모습을 발견하고, 한층 가까워진다.","공쥔,리우런위",00:42,20240223224500
4086,66875000,치아문첨첨적소미만 16회(A),TV드라마,외화 시리즈,1207,"저우샤오와 자오판저우, 셰이싱은 주루의 기분을 풀어주기 위해 함께 놀이동산에 간다. 롤러코스터와 사격놀이 등 즐거운 시간을 보낸 저우샤오와 자오판저우, 셰이싱과 주루는 각각 상대의 새로운 모습을 발견하고, 한층 가까워진다.","공쥔,리우런위",00:42,20240222222158
4087,66875000,치아문첨첨적소미만 16회(A),TV드라마,외화 시리즈,2520,"저우샤오와 자오판저우, 셰이싱은 주루의 기분을 풀어주기 위해 함께 놀이동산에 간다. 롤러코스터와 사격놀이 등 즐거운 시간을 보낸 저우샤오와 자오판저우, 셰이싱과 주루는 각각 상대의 새로운 모습을 발견하고, 한층 가까워진다.","공쥔,리우런위",00:42,20240222034234
4088,66875000,치아문첨첨적소미만 18회(A),TV드라마,외화 시리즈,1163,차이야쓰는 저우샤오가 판저우 때문에 힘들어하자 판저우에게 찾아가 헤어질 거면 깨끗하게 헤어지라고 충고한다. 판저우는 저우샤오를 찾아가 헤어질 생각이 없다고 말하고 저우샤오는 자신이 판저우를 메신저에서 차단해 연락이 안 된 걸 알고 판저우와 다시 화해하는데...,"공쥔,리우런위",00:42,20240223072515
4089,66875000,치아문첨첨적소미만 18회(A),TV드라마,외화 시리즈,71,차이야쓰는 저우샤오가 판저우 때문에 힘들어하자 판저우에게 찾아가 헤어질 거면 깨끗하게 헤어지라고 충고한다. 판저우는 저우샤오를 찾아가 헤어질 생각이 없다고 말하고 저우샤오는 자신이 판저우를 메신저에서 차단해 연락이 안 된 걸 알고 판저우와 다시 화해하는데...,"공쥔,리우런위",00:42,20240225055244
4090,66656000,(더빙)백앤아 Part1 01회,TV애니메이션,기타,638,빨주노초파남보~ 레인보우 타워를 올라가는 백앤아! 무지개 색깔대로 떠오르는 음식을 말해보아요 / 세상에서 제일 어려운 타워 오르기! 떨어지면 바로 끝! 과연 백앤아는 한번에 성공할 수 있을까요?,"백현,아름",00:22,20240220095009
4091,66656000,(더빙)백앤아 Part1 01회,TV애니메이션,기타,17,빨주노초파남보~ 레인보우 타워를 올라가는 백앤아! 무지개 색깔대로 떠오르는 음식을 말해보아요 / 세상에서 제일 어려운 타워 오르기! 떨어지면 바로 끝! 과연 백앤아는 한번에 성공할 수 있을까요?,"백현,아름",00:22,20240220094951
4092,66656000,(더빙)백앤아 Part1 01회,TV애니메이션,기타,587,빨주노초파남보~ 레인보우 타워를 올라가는 백앤아! 무지개 색깔대로 떠오르는 음식을 말해보아요 / 세상에서 제일 어려운 타워 오르기! 떨어지면 바로 끝! 과연 백앤아는 한번에 성공할 수 있을까요?,"백현,아름",00:22,20240219134944
4093,66656000,(더빙)백앤아 Part1 01회,TV애니메이션,기타,21,빨주노초파남보~ 레인보우 타워를 올라가는 백앤아! 무지개 색깔대로 떠오르는 음식을 말해보아요 / 세상에서 제일 어려운 타워 오르기! 떨어지면 바로 끝! 과연 백앤아는 한번에 성공할 수 있을까요?,"백현,아름",00:22,20240219114738
4094,66656000,(더빙)백앤아 Part1 01회,TV애니메이션,기타,1320,빨주노초파남보~ 레인보우 타워를 올라가는 백앤아! 무지개 색깔대로 떠오르는 음식을 말해보아요 / 세상에서 제일 어려운 타워 오르기! 떨어지면 바로 끝! 과연 백앤아는 한번에 성공할 수 있을까요?,"백현,아름",00:22,20240219114800
4095,65931000,난니친구엄마야,기타,기타,920,어쩌다 집에서 개인 방송 문자를 받은 현주는 호기심에 한 번 접속해서 성인방송을 한 경험이 있었다. 어느 날 아들 친구로 부터 잠시 보자는 연락을 받고 나간 현주는 아들 친구 진수가 자신의 방송 파일을 갖고 있음을 알게 된다.,"나현주,문진수",00:48,20240226051931
4096,65931000,난니친구엄마야,기타,기타,993,어쩌다 집에서 개인 방송 문자를 받은 현주는 호기심에 한 번 접속해서 성인방송을 한 경험이 있었다. 어느 날 아들 친구로 부터 잠시 보자는 연락을 받고 나간 현주는 아들 친구 진수가 자신의 방송 파일을 갖고 있음을 알게 된다.,"나현주,문진수",00:48,20240227043624
4097,61136000,음부 마찰 미치는 유부녀들,기타,기타,32,준식은 수정과의 부부생활이 지겨운 도중 동네에서 우연히 과거 룸 도우미였던 보진을 만난다. 과거를 숨기고 사는 보진은 준식의 등장에 위협을 느끼고 그의 약점을 잡아 돈을 요구하는데...,"정연주,진서율",01:17,20240216082056
4098,60784000,비스티 라이더,영화,멜로,281,"배달 일을 하며 임신한 아내와 살고 있는 링고는 새로운 배달 앱으로 일을 하면서 사마라라는 사람의 주문을 계속해서 받게 되는 우연을 경험한다. 사마라는 유부남의 애인 노릇을 하면서 돈을 받는 생활을 이어오고 있었고, 불미스러운 사건으로 두 사람은 함정에 빠진다.","빈스 릴론,크리스틴 베르마스,아야나 미솔라",01:48,20240218222852
4099,61136000,남편보다 잘하는 시아버지,영화,성인,34,"남편과의 성생활도 줄고 그저 그런 나날이 계속되던 어느 날, 황혼 이혼으로 삶의 의욕을 잃은 시아버지와 같이 살게 된 새댁 미나미. 성욕이 강한 시아버지는 미나미를 여자로 인식하고 남편이 없는 단 둘이 있는 시간에 집에서 관계를 가져버리게 된다.",하츠카와 미나미,00:50,20240223042040
4100,64385000,동물극장 단짝 57회(23/04/08),TV 시사/교양,기타,7,"[소조도 사나이와 바다, 둘이서 산다] 바다 사나이 김경한 씨는 소조도의 유일한 주민이다. 처음엔 경한 씨 혼자 섬 생활을 시작했지만, 지금은 둘도 없는 식구가 있다. 지인의 개가 새끼를 낳았다며 한 마리 데려가라고 하여 입양한 바다! 경한 씨 인생의 첫 반려견이다.","이금희,박명수",00:52,20240223111309
4101,66466000,닥터 차정숙 16회(23/06/04),TV드라마,기타,3720,정숙에게 서로 자신의 간을 주겠다며 난리브루스를 추는 인호와 로이. 하지만 정숙은 누구의 간도 받지 않겠다고 선언한다. 병원으로 돌아온 정숙은 간 이식을 앞두고 딱 하루 외출을 나온다. 정숙은 소소한 일상을 누리고 집으로 가서 자신의 짐과 집안을 정리하기 시작한다.,"엄정화,김병철,명세빈,민우혁,김예은,송지호,조아람,박주원,임현수,조은유",01:02,20240217123453
4102,60326000,공자귀성 04회.,TV드라마,외화 시리즈,1680,이성혜는 당불언을 데리고 도망을 가고 남앵과 관아 사람들은 이성혜와 운개설을 찾기 위해 나선다. 이성혜는 당불언에게 자기 능력을 되돌릴 수 있는 촉진력이 있다는 것을 확인한다. 당불언은 이성혜가 건시를 만든 것이 아니라 확신하고...,"진메이천,멍언,우청쩌,차이샹위",00:28,20240204205320
4103,65696000,(HD)TV동물농장 1130회(23/07/23),TV 연예/오락,기타,2879,"1. 9남매 육아는 뒷전! 무단 외출하기 바쁜 관음이가 향하는 곳은? 2. 2023 동물들의 여름 나기 2부. 동물원 VVIP들을 위한 사육사들의 기력 회복 프로젝트, 그 두 번째 이야기! 3. 신발을 노리는 의문의 존재! 두 달 넘게, 신발을 한 짝씩만 절도하는 이유는?","신동엽,정선희,토니안 ,조이",01:04,20240227213122
4104,66056000,옆집 유혹에 흥건히 교미하는 여름날(예고),영화,성인,60,여름방학 중 작은아버지 집에서 지내게 된 청년은 그 옆집 부부와도 같이 밥을 먹을 정도로 친밀한 관계가 되었는데 그 새댁의 볼륨 있는 가슴에 빠지고야 말았다. 어느 날 그 새댁이 불러 집에 가자 부부는 밤의 잠자리를 하고 있었다. 이건 거유 새댁 메이의 유혹이었다.,카케이 준,00:01,20240216075447
4105,66056000,옆집 유혹에 흥건히 교미하는 여름날(예고),영화,성인,27,여름방학 중 작은아버지 집에서 지내게 된 청년은 그 옆집 부부와도 같이 밥을 먹을 정도로 친밀한 관계가 되었는데 그 새댁의 볼륨 있는 가슴에 빠지고야 말았다. 어느 날 그 새댁이 불러 집에 가자 부부는 밤의 잠자리를 하고 있었다. 이건 거유 새댁 메이의 유혹이었다.,카케이 준,00:01,20240222103005
4106,66056000,옆집 유혹에 흥건히 교미하는 여름날(예고),영화,성인,60,여름방학 중 작은아버지 집에서 지내게 된 청년은 그 옆집 부부와도 같이 밥을 먹을 정도로 친밀한 관계가 되었는데 그 새댁의 볼륨 있는 가슴에 빠지고야 말았다. 어느 날 그 새댁이 불러 집에 가자 부부는 밤의 잠자리를 하고 있었다. 이건 거유 새댁 메이의 유혹이었다.,카케이 준,00:01,20240222104153
4107,66056000,옆집 유혹에 흥건히 교미하는 여름날(예고),영화,성인,23,여름방학 중 작은아버지 집에서 지내게 된 청년은 그 옆집 부부와도 같이 밥을 먹을 정도로 친밀한 관계가 되었는데 그 새댁의 볼륨 있는 가슴에 빠지고야 말았다. 어느 날 그 새댁이 불러 집에 가자 부부는 밤의 잠자리를 하고 있었다. 이건 거유 새댁 메이의 유혹이었다.,카케이 준,00:01,20240216100004
4108,66056000,옆집 유혹에 흥건히 교미하는 여름날(예고),영화,성인,49,여름방학 중 작은아버지 집에서 지내게 된 청년은 그 옆집 부부와도 같이 밥을 먹을 정도로 친밀한 관계가 되었는데 그 새댁의 볼륨 있는 가슴에 빠지고야 말았다. 어느 날 그 새댁이 불러 집에 가자 부부는 밤의 잠자리를 하고 있었다. 이건 거유 새댁 메이의 유혹이었다.,카케이 준,00:01,20240216075318
4109,60784000,팬티 내린 옆집 50대 돌싱 아줌마,기타,기타,710,새로 이사 온 아파트에서 만난 50대 돌싱 마리. 이렇게 예쁜 사람이 독신이라니! 성욕은 어떻게 풀고 있을까 궁금하다. 마리와 데이트 중 갑자기 비가 내려 집에 들어갔다가 생각지도 못하게 마리와 섹스할 수 있는 절호의 기회가 찾아왔다.,아소 마리,01:00,20240219003958
4110,66705000,도굴: 칸의 무덤,영화,공포/스릴러,0,민국시대 초기. 비밀에 싸인 칭기즈칸의 무덤 감룡천관을 찾기 위해 연구진이 결성되고 외부 요원 장천릉이 투입된다. 장천릉은 우대천이라는 여자 박사를 소개받아 함께 프로젝트에 참여하고 단서를 쫓아 탐험을 떠난다...,"유임성,장동,곤륜",01:16,20240202184639
4111,66705000,클라라의 미인강호,기타,기타,3114,"당문의 음양안은 세상의 극악무도한 사람을 지목하는 능력이 있다. 음양안의 명단에 이름이 뜨는 순간 당문 제자들은 가차 없이 그자를 살해하는데. 어느 날, 당문의 신임 장문 당무연의 이름이 명단에 뜬다. 당무연은 장문에서 하루아침에 도망자 신세로 전락하고...","왕가려,왕온범,여공유,클라라",01:23,20240209181056
4112,66705000,클라라의 미인강호,기타,기타,681,"당문의 음양안은 세상의 극악무도한 사람을 지목하는 능력이 있다. 음양안의 명단에 이름이 뜨는 순간 당문 제자들은 가차 없이 그자를 살해하는데. 어느 날, 당문의 신임 장문 당무연의 이름이 명단에 뜬다. 당무연은 장문에서 하루아침에 도망자 신세로 전락하고...","왕가려,왕온범,여공유,클라라",01:23,20240209190302
4113,60784000,클라라의 미인강호,기타,기타,181,"당문의 음양안은 세상의 극악무도한 사람을 지목하는 능력이 있다. 음양안의 명단에 이름이 뜨는 순간 당문 제자들은 가차 없이 그자를 살해하는데. 어느 날, 당문의 신임 장문 당무연의 이름이 명단에 뜬다. 당무연은 장문에서 하루아침에 도망자 신세로 전락하고...","왕가려,왕온범,여공유,클라라",01:23,20240213212218
4114,64130000,전지적 참견 시점 278회(23/12/23),TV 연예/오락,기타,2594,"이영자, 송성호 매니저 n 이국주, 이상수 매니저. 지난주, 외계인 2부 팀과 함께한 스페셜 크리스마스 파티! 진짜 파티는 지금부터! 잔뜩 흥 오른 류준열X김태리X김우빈X염정아X조우진X진선규! 예능계가 탐내는 인재! 물오른 예능 병아리 준열, 예능감 대폭발?!","이영자,전현무,송은이,양세형,유병재,이승윤",01:35,20240209020844
4115,64130000,전지적 참견 시점 278회(23/12/23),TV 연예/오락,기타,1680,"이영자, 송성호 매니저 n 이국주, 이상수 매니저. 지난주, 외계인 2부 팀과 함께한 스페셜 크리스마스 파티! 진짜 파티는 지금부터! 잔뜩 흥 오른 류준열X김태리X김우빈X염정아X조우진X진선규! 예능계가 탐내는 인재! 물오른 예능 병아리 준열, 예능감 대폭발?!","이영자,전현무,송은이,양세형,유병재,이승윤",01:35,20240212020821
4116,64130000,전지적 참견 시점 278회(23/12/23),TV 연예/오락,기타,1021,"이영자, 송성호 매니저 n 이국주, 이상수 매니저. 지난주, 외계인 2부 팀과 함께한 스페셜 크리스마스 파티! 진짜 파티는 지금부터! 잔뜩 흥 오른 류준열X김태리X김우빈X염정아X조우진X진선규! 예능계가 탐내는 인재! 물오른 예능 병아리 준열, 예능감 대폭발?!","이영자,전현무,송은이,양세형,유병재,이승윤",01:35,20240210020515
4117,64130000,전지적 참견 시점 278회(23/12/23),TV 연예/오락,기타,792,"이영자, 송성호 매니저 n 이국주, 이상수 매니저. 지난주, 외계인 2부 팀과 함께한 스페셜 크리스마스 파티! 진짜 파티는 지금부터! 잔뜩 흥 오른 류준열X김태리X김우빈X염정아X조우진X진선규! 예능계가 탐내는 인재! 물오른 예능 병아리 준열, 예능감 대폭발?!","이영자,전현무,송은이,양세형,유병재,이승윤",01:35,20240211020406
4118,66875000,삼분야 08회(A),TV드라마,외화 시리즈,1668,쉬옌스는 샹위안을 위해 친구들과 하던 게임에서 이기고 샹위안은 쉬옌스에게 묘한 감정을 느낀다. 하지만 회사에서 들은 소문과 쉬옌스가 천산과 보통의 관계가 아니라는 라오페이바이의 말을 듣고 심란한 마음에 쉬옌스를 냉담하게 대한다.,"장빈빈,오천",00:44,20240202163420
4119,66875000,삼분야 08회(A),TV드라마,외화 시리즈,301,쉬옌스는 샹위안을 위해 친구들과 하던 게임에서 이기고 샹위안은 쉬옌스에게 묘한 감정을 느낀다. 하지만 회사에서 들은 소문과 쉬옌스가 천산과 보통의 관계가 아니라는 라오페이바이의 말을 듣고 심란한 마음에 쉬옌스를 냉담하게 대한다.,"장빈빈,오천",00:44,20240208005456
4120,66875000,"점연아, 온난니 : 너는 나의 불꽃 06회(A)",TV드라마,외화 시리즈,857,자신이 프로그래밍을 정말 좋아하는지 모르겠는 주윈은 고민하고 린 교수는 리쉰과 함께 기지에서 활동할 것을 추천한다. 리쉰은 주윈을 환영하고 공주라고 부르며 새로운 프로젝트까지 함께 하자고 한다. 사실 리쉰을 좋아하고 있던 팡수먀오는 질투심이 폭발하는데...,"진비우,장정의",00:45,20240215075734
4121,66875000,"점연아, 온난니 : 너는 나의 불꽃 06회(A)",TV드라마,외화 시리즈,2700,자신이 프로그래밍을 정말 좋아하는지 모르겠는 주윈은 고민하고 린 교수는 리쉰과 함께 기지에서 활동할 것을 추천한다. 리쉰은 주윈을 환영하고 공주라고 부르며 새로운 프로젝트까지 함께 하자고 한다. 사실 리쉰을 좋아하고 있던 팡수먀오는 질투심이 폭발하는데...,"진비우,장정의",00:45,20240215022722
4122,66875000,"점연아, 온난니 : 너는 나의 불꽃 06회(A)",TV드라마,외화 시리즈,2111,자신이 프로그래밍을 정말 좋아하는지 모르겠는 주윈은 고민하고 린 교수는 리쉰과 함께 기지에서 활동할 것을 추천한다. 리쉰은 주윈을 환영하고 공주라고 부르며 새로운 프로젝트까지 함께 하자고 한다. 사실 리쉰을 좋아하고 있던 팡수먀오는 질투심이 폭발하는데...,"진비우,장정의",00:45,20240206001037
4123,66875000,요안적니아: 눈부신 그대여 18회(A),TV드라마,외화 시리즈,72,"녜윈쩌는 캉쯔유와의 첫 데이트를 정성 들여 준비하지만 캉쯔유가 딸이 있다고 말하자 충격받는다. 캉쯔유는 캉니를 학교에 데려다주던 길에 우연히 장정하오의 어머니를 만나고, 장정하오는 어머니를 따라 집에 온 캉쯔유를 보고 어쩔 줄 모른다.","류이호,은도",00:45,20240208004937
4124,66875000,미우연쌍비 19회(A),TV드라마,외화 시리즈,955,"오음은 만가계가 봉요와 혼인하지 않으면 봉요는 꼼짝없이 오가에 시집와야 한다며 말희를 협박하고, 가계의 부모까지 봉요와의 혼인을 재촉한다. 모두가 모인 자리에서 만가계가 말희와의 관계를 밝히려는 찰나, 황궁에서 혼인 성지가 도착하는데...","장난,왕위원,쑨이저우,자오잉보",00:46,20240214000417
4125,61136000,각선미 쩌는 가터벨트 아줌마,영화,성인,62,"항상 특별한 장소에서 섹스를 원한다는, 몸매가 끝내주는 각선미 미인 은혜! 길거리든 카페든 어디든 가리지 않는 그녀의 경험담, 그리고 눈앞에서 보여지는 화려한 섹스를 감상해보자.","은혜,재훈",00:54,20240223125341
4126,67334000,위시,영화,애니메이션,5,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240220135900
4127,66056000,위시(예고),영화,애니메이션,120,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",00:02,20240218063144
4128,61245000,위시(예고),영화,애니메이션,15,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",00:02,20240218135851
4129,67334000,위시,영화,애니메이션,0,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240221134500
4130,67334000,위시,영화,애니메이션,0,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240226164900
4131,67334000,위시,영화,애니메이션,0,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240226164700
4132,67334000,위시,영화,애니메이션,0,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240226164600
4133,67334000,위시,영화,애니메이션,0,"마법 왕국 로사스의 영리한 이상주의자 아샤, 우주의 힘이 담긴 공, 스타에게 소원을 빌다! 위시는 강력한 적이자 로사스의 지배자, 매그니피코 왕에 맞서 왕국을 지키기 위해 싸우는 아샤와 스타의 이야기를 그린다.","아리아나 데보스,크리스 파인,알란 터딕,유주혜,하도권,신용우",03:10,20240226165000
